space,label,x,y
lexical,Jony J,10.8349,15.506
lexical,Jony J,17.49,11.9496
lexical,Jony J,12.2818,13.5703
lexical,Jony J,22.0354,2.4782
lexical,Jony J,13.6379,14.8195
lexical,Jony J,-11.5233,-15.2383
lexical,Jony J,-4.3542,4.5087
lexical,Jony J,14.2053,12.3488
lexical,Jony J,8.5274,14.752
lexical,Jony J,9.6863,12.8547
lexical,Jony J,10.8116,13.061
lexical,Jony J,14.2612,12.1294
lexical,Jony J,7.9786,4.8744
lexical,Jony J,12.3872,10.9688
lexical,Jony J,10.0232,6.1517
lexical,Jony J,5.8501,-2.4002
lexical,Jony J,12.5379,10.8725
lexical,Jony J,14.9503,16.0098
lexical,Jony J,9.6144,13.4605
lexical,Jony J,10.7535,16.3881
lexical,Jony J,13.7945,10.8177
lexical,Jony J,-3.539,5.8789
lexical,Jony J,12.9361,10.4095
lexical,Jony J,7.8961,16.9412
lexical,Jony J,8.334,4.8733
lexical,Jony J,10.6011,10.9978
lexical,Jony J,10.8506,20.1438
lexical,Jony J,10.8525,20.1699
lexical,Jony J,13.7352,14.951
lexical,Jony J,14.7695,0.5037
lexical,Jony J,3.9653,3.6595
lexical,Jony J,10.2498,15.1444
lexical,MULA SAKEE,-7.0424,-1.5186
lexical,MULA SAKEE,-3.9259,-1.4635
lexical,MULA SAKEE,-5.8218,1.3986
lexical,MULA SAKEE,-9.7506,-3.2531
lexical,MULA SAKEE,-19.2473,-5.3423
lexical,MULA SAKEE,-11.4476,-7.1143
lexical,MULA SAKEE,-5.8552,-2.2611
lexical,MULA SAKEE,-13.9423,3.067
lexical,MULA SAKEE,-9.5007,-1.7811
lexical,MULA SAKEE,-8.2286,-6.2969
lexical,MULA SAKEE,-10.568,-4.4763
lexical,MULA SAKEE,-6.7349,-0.3938
lexical,MULA SAKEE,-6.9169,-4.7374
lexical,MULA SAKEE,-6.1972,-2.9629
lexical,MULA SAKEE,-18.7844,-4.207
lexical,MULA SAKEE,-11.7931,-5.8564
lexical,MULA SAKEE,-10.7246,-5.3763
lexical,MULA SAKEE,-12.597,-5.5994
lexical,MULA SAKEE,-8.0631,-4.6743
lexical,MULA SAKEE,-5.2613,-0.4556
lexical,MULA SAKEE,-7.467,-1.8295
lexical,MULA SAKEE,-9.482,-2.8887
lexical,MULA SAKEE,-5.9331,-4.366
lexical,MULA SAKEE,-7.2841,-2.7675
lexical,MULA SAKEE,-8.7461,-2.7073
lexical,MULA SAKEE,-7.6235,-3.737
lexical,MULA SAKEE,-8.1335,-1.8354
lexical,MULA SAKEE,-5.5928,-3.7884
lexical,MULA SAKEE,-9.285,-4.0343
lexical,MULA SAKEE,-8.4579,-3.7564
lexical,MULA SAKEE,-7.8739,-3.6577
lexical,MULA SAKEE,-4.6465,-3.1194
lexical,MULA SAKEE,-11.4098,-3.0879
lexical,MULA SAKEE,-6.8478,-2.812
lexical,MULA SAKEE,-9.3702,-5.354
lexical,MULA SAKEE,-18.7791,-5.159
lexical,MULA SAKEE,-6.507,-3.886
lexical,MULA SAKEE,-6.3564,0.1231
lexical,MULA SAKEE,-8.0599,-2.7806
lexical,MULA SAKEE,-7.2458,-0.858
semantic_whitened,周士爵,16.9929,1.194
semantic_whitened,周士爵,0.7518,-14.5319
semantic_whitened,周士爵,-15.1609,-17.4737
semantic_whitened,周士爵,-12.2083,-17.1549
semantic_whitened,周士爵,-12.26,-19.2966
semantic_whitened,周士爵,-7.2343,-14.7175
semantic_whitened,周士爵,-25.6692,-11.152
semantic_whitened,周士爵,-8.9863,-15.3883
semantic_whitened,周士爵,5.7398,-13.1907
semantic_whitened,周士爵,-9.5806,-15.0785
semantic_whitened,周士爵,-11.0903,-20.0261
semantic_whitened,周士爵,8.4615,0.0376
semantic_whitened,周士爵,8.9278,-0.3822
semantic_whitened,周士爵,-8.4452,-18.6249
semantic_whitened,周士爵,-12.4523,-18.766
semantic_whitened,周士爵,9.8863,-3.2083
semantic_whitened,周士爵,-3.4777,-14.2081
semantic_whitened,周士爵,-11.4248,-18.2719
semantic_whitened,周士爵,-4.764,-6.5004
semantic_whitened,HAS,10.9539,-5.0142
semantic_whitened,HAS,12.0659,-13.8388
semantic_whitened,HAS,-19.4013,5.0635
semantic_whitened,HAS,10.8021,18.446
semantic_whitened,HAS,-18.0273,12.4529
semantic_whitened,HAS,-15.8273,12.5302
semantic_whitened,HAS,3.6146,-0.3464
semantic_whitened,HAS,-14.7685,7.9951
semantic_whitened,HAS,-17.5671,14.2585
semantic_whitened,HAS,-18.0748,14.1352
semantic_whitened,HAS,-2.2113,1.5247
semantic_whitened,HAS,9.3582,-6.8417
semantic_whitened,HAS,-18.1545,10.7812
semantic_whitened,HAS,-18.9824,5.7165
semantic_whitened,HAS,-17.7992,7.9606
semantic_whitened,HAS,-4.5342,11.0121
semantic_whitened,HAS,10.7272,-5.9657
semantic_whitened,HAS,13.4328,-3.4869
semantic_whitened,HAS,3.2382,24.0412
semantic_whitened,HAS,-17.6004,10.0007
semantic_whitened,HAS,-14.6742,10.5395
semantic_whitened,HAS,-1.993,7.6829
semantic_whitened,HAS,20.3852,-0.75
semantic_whitened,HAS,-18.679,-9.8847
semantic_whitened,HAS,7.9615,17.8496
semantic_whitened,HAS,-23.3485,2.1402
semantic_whitened,HAS,12.7636,7.7
semantic_whitened,HAS,-17.0039,15.2822
semantic_whitened,HAS,-18.8893,8.634
semantic_whitened,HAS,-18.3036,10.0185
semantic_whitened,HAS,10.3308,-6.2721
semantic_whitened,HAS,-12.6082,14.8774
semantic_whitened,HAS,-2.1856,21.3109
semantic_whitened,HAS,-16.3654,12.9274
semantic_whitened,HAS,-23.1408,2.5259
semantic_whitened,HAS,-14.6036,10.6739
semantic_whitened,HAS,6.7111,11.9953
semantic_whitened,滇声气,-10.2701,-5.0731
semantic_whitened,滇声气,10.1186,11.2839
semantic_whitened,滇声气,8.9236,11.3731
semantic_whitened,滇声气,10.4407,8.3822
semantic_whitened,滇声气,10.6924,6.7395
semantic_whitened,滇声气,19.6664,-3.9943
semantic_whitened,滇声气,-3.8415,8.581
semantic_whitened,滇声气,19.4393,-4.3271
semantic_whitened,滇声气,18.2929,-3.3149
semantic_whitened,滇声气,16.6546,11.1826
semantic_whitened,滇声气,-13.9073,4.5195
semantic_whitened,滇声气,6.4799,-7.7198
semantic_whitened,滇声气,16.2981,-2.0359
semantic_whitened,滇声气,-7.3026,6.4625
semantic_whitened,滇声气,-0.6869,0.351
semantic_whitened,滇声气,24.08,8.6967
semantic_whitened,滇声气,19.1215,-6.285
semantic_whitened,滇声气,10.3274,8.4257
semantic_whitened,滇声气,-12.7418,7.1135
semantic_whitened,滇声气,8.0504,7.9772
semantic_whitened,滇声气,-10.3344,8.0101
semantic_whitened,滇声气,-1.244,0.8447
semantic_whitened,滇声气,17.7323,-4.8242
semantic_whitened,滇声气,19.3078,-5.3651
semantic_whitened,滇声气,17.0447,-5.0204
semantic_whitened,滇声气,17.009,-2.3614
semantic_whitened,Kc,23.8596,-7.266
semantic_whitened,Kc,-11.973,-23.9809
semantic_whitened,Kc,-11.5064,-24.7039
semantic_whitened,Kc,21.9551,-12.8267
semantic_whitened,Kc,-0.2999,-14.94
semantic_whitened,Kc,13.2266,11.2791
semantic_whitened,Kc,-3.1171,4.2949
semantic_whitened,Kc,0.5427,-7.6659
semantic_whitened,Kc,21.9122,-12.2067
semantic_whitened,Kc,16.831,-8.9442
semantic_whitened,Kc,13.2796,4.0206
semantic_whitened,Kc,0.6964,-13.1187
semantic_whitened,Kc,5.0736,7.185
semantic_whitened,Kc,-12.3855,-23.7125
semantic_whitened,Kc,7.5641,-17.5321
semantic_whitened,Kc,15.9391,-13.552
semantic_whitened,Kc,16.2146,-11.6889
semantic_whitened,Kc,-13.2483,-13.7174
semantic_whitened,Kc,24.0898,-7.1589
semantic_whitened,Kc,13.119,10.4324
semantic_whitened,Kc,-3.4019,-11.7908
semantic_whitened,Kc,15.3384,7.3
semantic_whitened,Kc,21.049,11.3426
semantic_whitened,Kc,-5.952,-19.7058
semantic_whitened,Kc,-16.2068,16.6398
semantic_whitened,Kc,20.4651,14.6658
semantic_whitened,Kc,1.019,-18.0393
semantic_whitened,Kc,12.3642,-15.7442
semantic_whitened,Kc,10.4064,1.8474
semantic_whitened,Kc,6.916,4.0969
semantic_whitened,Kc,-1.3081,-12.6069
semantic_whitened,Kc,4.4592,11.2348
semantic_whitened,Kc,5.4852,2.1585
semantic_whitened,Kc,16.4993,-13.1377
semantic_whitened,Kc,1.5072,6.4414
semantic_whitened,Kc,7.7863,0.752
semantic_whitened,Kc,12.4543,-1.2049
semantic_whitened,Kc,-13.3992,-23.2723
semantic_whitened,Kc,22.0183,-11.4622
semantic_whitened,Kc,5.5594,-17.3733
semantic_whitened,Tangoz,-15.7478,-5.0212
semantic_whitened,Tangoz,-12.5114,-2.3108
semantic_whitened,Tangoz,-12.9175,-1.8923
semantic_whitened,Tangoz,-13.6322,-0.844
semantic_whitened,Tangoz,-15.3219,-2.4529
semantic_whitened,Tangoz,-16.228,-5.0086
semantic_whitened,Tangoz,-15.3942,-2.2117
semantic_whitened,Tangoz,-7.568,2.0287
semantic_whitened,Tangoz,-4.699,-15.1204
semantic_whitened,Tangoz,-15.5613,-8.7343
semantic_whitened,Tangoz,-11.8322,1.2491
semantic_whitened,Tangoz,-5.8429,-1.4299
semantic_whitened,Tangoz,-12.9963,-4.3014
semantic_whitened,Tangoz,-4.8299,0.8003
semantic_whitened,Tangoz,-14.5659,-12.6353
semantic_whitened,Tangoz,-17.5908,-0.7627
semantic_whitened,Tangoz,-18.8011,-0.3544
semantic_whitened,Tangoz,-11.6579,10.0951
semantic_whitened,Tangoz,-15.2792,-7.5732
semantic_whitened,Tangoz,-18.5302,-3.6081
semantic_whitened,Tangoz,-18.0275,-3.4992
semantic_whitened,Tangoz,-9.8359,0.6543
semantic_whitened,Tangoz,-11.5429,0.5018
semantic_whitened,Tangoz,-7.4268,2.6562
semantic_whitened,Tangoz,-2.6085,1.8206
semantic_whitened,Tangoz,-7.9405,0.1266
semantic_whitened,Tangoz,-13.3385,14.1155
semantic_whitened,Tangoz,8.1085,-23.3948
semantic_whitened,Tangoz,-16.9716,-0.467
semantic_whitened,Tangoz,-5.7272,4.4285
semantic_whitened,Tangoz,-5.3984,1.8965
semantic_whitened,Tangoz,-6.388,2.6312
semantic_whitened,Tangoz,1.904,0.3958
semantic_whitened,Tangoz,4.2813,-23.3482
semantic_whitened,Tangoz,-9.051,2.128
semantic_whitened,Tangoz,-9.7639,1.8169
semantic_whitened,Tangoz,1.4935,25.1601
semantic_whitened,Tangoz,-15.6161,-9.0508
semantic_whitened,Tangoz,-10.0107,3.4213
semantic_whitened,Tangoz,-10.1167,4.1127
semantic_whitened,Tizzy T,5.2263,-14.5026
semantic_whitened,Tizzy T,-5.3454,-9.3681
semantic_whitened,Tizzy T,-2.8872,-3.5124
semantic_whitened,Tizzy T,-3.1174,-1.9315
semantic_whitened,Tizzy T,-15.1733,-12.5053
semantic_whitened,Tizzy T,0.8765,-3.2647
semantic_whitened,Tizzy T,-14.2934,3.5519
semantic_whitened,Tizzy T,3.4288,-3.9596
semantic_whitened,Tizzy T,-1.6102,-6.8288
semantic_whitened,Tizzy T,-1.4288,-4.9717
semantic_whitened,Tizzy T,-5.7018,-8.9923
semantic_whitened,Tizzy T,24.7735,-1.7066
semantic_whitened,Tizzy T,-1.4505,-4.2754
semantic_whitened,Tizzy T,6.2865,-9.8876
semantic_whitened,Tizzy T,1.8505,-5.2812
semantic_whitened,Tizzy T,3.6148,-3.1998
semantic_whitened,Tizzy T,-4.9678,-10.4242
semantic_whitened,Tizzy T,3.185,-9.3256
semantic_whitened,Tizzy T,4.0758,-10.8151
semantic_whitened,Tizzy T,-6.837,-12.3617
semantic_whitened,Tizzy T,-2.9762,-18.9596
semantic_whitened,Tizzy T,-3.1666,-3.9975
semantic_whitened,Tizzy T,0.7485,-3.1199
semantic_whitened,Tizzy T,-4.5586,-24.107
semantic_whitened,Tizzy T,8.5918,15.7073
semantic_whitened,Tizzy T,4.4986,-6.9798
semantic_whitened,Tizzy T,-4.76,-24.4915
semantic_whitened,Tizzy T,-17.2189,-17.986
semantic_whitened,Tizzy T,-21.9018,8.1259
semantic_whitened,Tizzy T,-8.1917,-21.8946
semantic_whitened,Tizzy T,4.7383,-10.5955
semantic_whitened,Tizzy T,13.0109,-4.5689
semantic_whitened,Tizzy T,-6.57,-4.4916
semantic_whitened,Tizzy T,3.26,-11.0532
semantic_whitened,Tizzy T,-3.1183,-19.1957
semantic_whitened,Tizzy T,-2.023,-17.564
semantic_whitened,Tizzy T,5.1729,-7.6575
semantic_whitened,Tizzy T,-11.7675,-4.8496
semantic_whitened,Tizzy T,10.9017,14.0737
semantic_whitened,Tizzy T,-21.0442,8.2303
semantic_whitened,河南说唱之神,20.1471,1.895
semantic_whitened,河南说唱之神,19.2458,-17.1522
semantic_whitened,河南说唱之神,4.7347,4.9626
semantic_whitened,河南说唱之神,17.1244,-18.9388
semantic_whitened,河南说唱之神,18.1758,-17.7668
semantic_whitened,河南说唱之神,19.9979,5.3048
semantic_whitened,河南说唱之神,22.9501,6.3345
semantic_whitened,河南说唱之神,22.5809,7.784
semantic_whitened,河南说唱之神,24.6823,-0.1505
semantic_whitened,河南说唱之神,19.6132,4.2921
semantic_whitened,河南说唱之神,18.0236,2.5103
semantic_whitened,河南说唱之神,6.4523,4.3868
semantic_whitened,河南说唱之神,14.9207,21.1136
semantic_whitened,河南说唱之神,15.4416,14.8808
semantic_whitened,河南说唱之神,4.3028,2.8813
semantic_whitened,河南说唱之神,20.0946,9.103
semantic_whitened,河南说唱之神,11.0561,1.9711
semantic_whitened,河南说唱之神,22.3721,1.7037
semantic_whitened,河南说唱之神,18.6545,7.7674
semantic_whitened,河南说唱之神,20.664,3.6383
semantic_whitened,河南说唱之神,15.4516,20.8113
semantic_whitened,河南说唱之神,13.4929,0.072
semantic_whitened,河南说唱之神,13.0454,0.1032
semantic_whitened,河南说唱之神,1.8207,0.9606
semantic_whitened,河南说唱之神,25.5599,0.2239
semantic_whitened,河南说唱之神,16.8341,10.9102
semantic_whitened,河南说唱之神,20.8749,9.0813
semantic_whitened,河南说唱之神,21.1978,4.6635
semantic_whitened,河南说唱之神,14.3764,0.6669
semantic_whitened,河南说唱之神,9.0423,3.8533
semantic_whitened,河南说唱之神,16.2995,6.97
semantic_whitened,河南说唱之神,9.4716,3.6749
semantic_whitened,河南说唱之神,18.9188,4.0399
semantic_whitened,河南说唱之神,23.5148,0.7121
semantic_whitened,河南说唱之神,21.8817,8.3107
semantic_whitened,河南说唱之神,19.7533,3.2066
semantic_whitened,河南说唱之神,19.0146,5.7467
semantic_whitened,河南说唱之神,20.5504,4.3915
semantic_whitened,河南说唱之神,20.187,15.3803
semantic_whitened,河南说唱之神,2.7393,4.4123
semantic_whitened,法老,-5.3385,-16.4179
semantic_whitened,法老,21.4618,6.3261
semantic_whitened,法老,-9.1449,-7.1108
semantic_whitened,法老,0.3736,3.6716
semantic_whitened,法老,-7.5207,-19.7597
semantic_whitened,法老,16.4171,-20.3672
semantic_whitened,法老,15.4669,-21.6364
semantic_whitened,法老,15.8926,-20.8773
semantic_whitened,法老,14.3603,-19.6157
semantic_whitened,法老,-24.6798,-8.5581
semantic_whitened,法老,-1.4832,-21.9274
semantic_whitened,法老,-9.6753,-11.8518
semantic_whitened,法老,-16.4576,-13.3603
semantic_whitened,法老,-11.6653,-9.0813
semantic_whitened,法老,-10.3661,-10.0016
semantic_whitened,法老,-2.8851,-28.1229
semantic_whitened,法老,-8.9445,-6.9701
semantic_whitened,法老,-5.1089,-28.049
semantic_whitened,法老,-8.3343,-6.232
semantic_whitened,法老,-4.3093,-14.8163
semantic_whitened,法老,-8.0694,-17.3171
semantic_whitened,法老,7.9669,16.335
semantic_whitened,法老,13.832,16.1258
semantic_whitened,法老,-18.8395,-11.1605
semantic_whitened,法老,-11.5468,-10.1166
semantic_whitened,法老,2.8734,-7.1552
semantic_whitened,法老,23.1769,4.9449
semantic_whitened,法老,19.9073,-17.0493
semantic_whitened,法老,14.3966,4.1309
semantic_whitened,法老,-2.7416,-28.0823
semantic_whitened,法老,-3.7738,-11.6588
semantic_whitened,法老,-10.7021,-10.2872
semantic_whitened,法老,20.5986,7.3293
semantic_whitened,法老,-12.0224,-11.2105
semantic_whitened,法老,-2.1437,4.011
semantic_whitened,法老,6.5747,-1.7966
semantic_whitened,法老,19.671,-9.5509
semantic_whitened,法老,-16.6035,0.8147
semantic_whitened,法老,11.5213,4.3774
semantic_whitened,法老,15.2594,-9.5161
semantic_whitened,APMOZART,6.6818,15.2666
semantic_whitened,APMOZART,-10.5981,21.9783
semantic_whitened,APMOZART,-2.727,13.5048
semantic_whitened,APMOZART,-0.9284,7.2379
semantic_whitened,APMOZART,-8.1652,10.1995
semantic_whitened,APMOZART,2.7451,16.772
semantic_whitened,APMOZART,3.2297,21.1023
semantic_whitened,APMOZART,3.9109,22.4893
semantic_whitened,APMOZART,-0.8679,9.6678
semantic_whitened,APMOZART,15.2768,4.0526
semantic_whitened,APMOZART,5.7504,8.4254
semantic_whitened,APMOZART,-9.598,11.5232
semantic_whitened,APMOZART,-1.3268,11.5377
semantic_whitened,APMOZART,2.3918,17.2016
semantic_whitened,APMOZART,2.2937,18.036
semantic_whitened,APMOZART,-7.4103,19.3806
semantic_whitened,APMOZART,-4.1192,15.5106
semantic_whitened,APMOZART,4.5185,13.0803
semantic_whitened,APMOZART,7.078,8.6912
semantic_whitened,APMOZART,-6.5084,8.1682
semantic_whitened,APMOZART,-8.3451,10.8166
semantic_whitened,APMOZART,-0.7405,13.2022
semantic_whitened,APMOZART,0.6896,12.1374
semantic_whitened,APMOZART,-1.7686,15.5023
semantic_whitened,APMOZART,2.0692,9.8431
semantic_whitened,APMOZART,1.5561,4.1543
semantic_whitened,APMOZART,1.2411,14.0781
semantic_whitened,APMOZART,0.7957,14.1079
semantic_whitened,APMOZART,-0.0928,11.96
semantic_whitened,APMOZART,2.2824,8.3984
semantic_whitened,APMOZART,4.2536,16.6142
semantic_whitened,APMOZART,0.8917,11.3285
semantic_whitened,APMOZART,6.2275,12.4794
semantic_whitened,APMOZART,2.302,20.276
semantic_whitened,APMOZART,2.9654,9.5763
semantic_whitened,APMOZART,2.6128,20.561
semantic_whitened,APMOZART,3.3346,13.7436
semantic_whitened,APMOZART,1.0376,9.4138
semantic_whitened,APMOZART,2.8863,11.0945
semantic_whitened,APMOZART,2.7362,13.6065
semantic_whitened,Bridge,-14.2932,3.5535
semantic_whitened,Bridge,13.9249,-8.163
semantic_whitened,Bridge,-20.4949,-13.0613
semantic_whitened,Bridge,-8.8899,-22.535
semantic_whitened,Bridge,-12.8553,18.381
semantic_whitened,Bridge,-22.7958,-3.7213
semantic_whitened,Bridge,-24.4805,0.2372
semantic_whitened,Bridge,-26.0525,-4.4579
semantic_whitened,Bridge,-24.9573,-5.1394
semantic_whitened,Bridge,4.8,-25.7824
semantic_whitened,Bridge,-20.6212,-7.1636
semantic_whitened,Bridge,11.5404,17.4159
semantic_whitened,Bridge,-25.675,-8.2254
semantic_whitened,Bridge,14.9353,15.4054
semantic_whitened,Bridge,-26.7077,-1.8844
semantic_whitened,Bridge,-26.8965,-2.3453
semantic_whitened,Bridge,-21.9293,-2.7795
semantic_whitened,Bridge,-25.1365,5.926
semantic_whitened,Bridge,-3.6331,-22.6033
semantic_whitened,Bridge,-23.7192,-4.3427
semantic_whitened,Bridge,-17.5108,-18.1144
semantic_whitened,Bridge,0.38,-10.8312
semantic_whitened,Bridge,0.3322,-10.5545
semantic_whitened,Bridge,5.1414,-25.9617
semantic_whitened,Bridge,10.3136,-9.6031
semantic_whitened,Bridge,10.3648,-9.3382
semantic_whitened,Bridge,-24.9501,-6.0207
semantic_whitened,Bridge,7.434,19.479
semantic_whitened,Bridge,-0.3261,6.3692
semantic_whitened,Bridge,-20.5173,-7.2121
semantic_whitened,Bridge,-20.3015,-12.7999
semantic_whitened,Bridge,-22.2042,15.2483
semantic_whitened,Bridge,-21.5471,11.9906
semantic_whitened,Bridge,-17.5924,3.0074
semantic_whitened,Bridge,-4.0038,-21.3181
semantic_whitened,Bridge,-3.5755,-21.7627
semantic_whitened,Bridge,-2.0914,-8.8341
semantic_whitened,Bridge,-26.1224,-0.641
semantic_whitened,Bridge,17.4722,-13.3436
semantic_whitened,Bridge,-25.1619,6.0101
semantic_whitened,Jony J,-1.4369,-7.8755
semantic_whitened,Jony J,1.7741,-19.2292
semantic_whitened,Jony J,-8.9756,-2.1405
semantic_whitened,Jony J,-12.3467,-13.8276
semantic_whitened,Jony J,6.671,-2.5695
semantic_whitened,Jony J,4.1327,-17.1896
semantic_whitened,Jony J,4.8496,-17.2781
semantic_whitened,Jony J,9.9266,-17.1865
semantic_whitened,Jony J,8.316,-15.0651
semantic_whitened,Jony J,-6.1263,-3.3387
semantic_whitened,Jony J,4.7897,-5.959
semantic_whitened,Jony J,13.9249,-8.163
semantic_whitened,Jony J,-9.9421,5.6122
semantic_whitened,Jony J,5.2552,17.21
semantic_whitened,Jony J,13.9416,21.5423
semantic_whitened,Jony J,9.9461,-22.133
semantic_whitened,Jony J,4.1781,-0.5637
semantic_whitened,Jony J,10.4802,-17.5614
semantic_whitened,Jony J,12.6156,-12.9407
semantic_whitened,Jony J,7.9005,-11.8464
semantic_whitened,Jony J,3.4336,-12.6191
semantic_whitened,Jony J,9.8915,-11.1558
semantic_whitened,Jony J,7.5743,-20.4968
semantic_whitened,Jony J,-8.3432,-8.9725
semantic_whitened,Jony J,8.1698,-11.8786
semantic_whitened,Jony J,-16.7186,6.546
semantic_whitened,Jony J,11.9643,-15.3585
semantic_whitened,Jony J,6.8462,-3.3683
semantic_whitened,Jony J,10.8637,-20.8179
semantic_whitened,Jony J,5.8122,1.0973
semantic_whitened,Jony J,-5.8462,-2.4284
semantic_whitened,Jony J,1.8316,-25.2137
semantic_whitened,Jony J,10.4959,-24.0595
semantic_whitened,Jony J,8.7922,-14.6596
semantic_whitened,Jony J,2.4517,-20.595
semantic_whitened,Jony J,6.2578,-20.8651
semantic_whitened,Jony J,2.1531,-19.9313
semantic_whitened,Jony J,-4.1649,-6.3446
semantic_whitened,Jony J,-8.9884,-2.0115
semantic_whitened,Jony J,1.6396,-15.008
semantic_whitened,MULA SAKEE,-4.818,12.5775
semantic_whitened,MULA SAKEE,7.6457,-5.874
semantic_whitened,MULA SAKEE,-7.3909,13.7571
semantic_whitened,MULA SAKEE,-7.0421,17.425
semantic_whitened,MULA SAKEE,-14.1825,22.3766
semantic_whitened,MULA SAKEE,19.7258,16.9088
semantic_whitened,MULA SAKEE,-1.4843,18.4631
semantic_whitened,MULA SAKEE,-0.5442,-2.2009
semantic_whitened,MULA SAKEE,-3.0313,9.2432
semantic_whitened,MULA SAKEE,-4.5772,7.4584
semantic_whitened,MULA SAKEE,0.0099,24.2642
semantic_whitened,MULA SAKEE,-5.8284,13.6536
semantic_whitened,MULA SAKEE,-6.7822,16.0733
semantic_whitened,MULA SAKEE,-5.0863,17.442
semantic_whitened,MULA SAKEE,-16.2147,20.4501
semantic_whitened,MULA SAKEE,-5.5908,22.662
semantic_whitened,MULA SAKEE,1.0427,24.7712
semantic_whitened,MULA SAKEE,-10.2507,13.0241
semantic_whitened,MULA SAKEE,-5.0819,22.0628
semantic_whitened,MULA SAKEE,-0.6727,18.0049
semantic_whitened,MULA SAKEE,-9.3616,18.9837
semantic_whitened,MULA SAKEE,-8.3459,19.0219
semantic_whitened,MULA SAKEE,-5.0375,18.3581
semantic_whitened,MULA SAKEE,-4.5692,19.9942
semantic_whitened,MULA SAKEE,-7.6439,21.5352
semantic_whitened,MULA SAKEE,-10.3503,21.9438
semantic_whitened,MULA SAKEE,-8.3421,22.9775
semantic_whitened,MULA SAKEE,10.1489,-22.868
semantic_whitened,MULA SAKEE,-6.9562,21.808
semantic_whitened,MULA SAKEE,-9.4975,16.3344
semantic_whitened,MULA SAKEE,-9.0318,15.9547
semantic_whitened,MULA SAKEE,-6.8742,7.9148
semantic_whitened,MULA SAKEE,-19.8317,1.0143
semantic_whitened,MULA SAKEE,-3.5981,17.9532
semantic_whitened,MULA SAKEE,-9.0675,14.8274
semantic_whitened,MULA SAKEE,-14.7114,21.9863
semantic_whitened,MULA SAKEE,-4.2683,19.4063
semantic_whitened,MULA SAKEE,-6.8563,12.2782
semantic_whitened,MULA SAKEE,-4.5346,16.3339
semantic_whitened,MULA SAKEE,-5.5383,13.3897
