artist_label_id,source_artist_label,label_attribution_status,eligible_song_count,eligible_written_line_occurrence_count,dominant_written_rhyme_family,dominant_family_share,adjacent_same_family_rate,local_four_line_family_echo_rate,local_echo_lift_over_iid_frequency_expectation,two_syllable_pattern_local_echo_rate,share_of_lines_in_adjacent_runs_of_two_or_more,normalised_family_entropy
ALBL-19be539ea558fbcef5a22605c16c9872520ccad409f3e1624e7105b28a7760cb,zhazha,source_artist_label_not_externally_identity_verified,8,346,I,0.179191,0.49004,0.605578,2.67637,0.412,0.560694,0.917217
ALBL-19e6d081ff62ae40b3e88e22cef1e5d0ec872a8e6f3866590efc6d45eb909d16,李大奔BENZO,source_artist_label_not_externally_identity_verified,31,1164,I,0.146907,0.522333,0.627792,3.241483,0.411911,0.554983,0.925533
ALBL-1a992211d5b1262263ca23d60bf8d7103e1eba254b60f9e0e0a05617ae61dc4f,丸,source_artist_label_not_externally_identity_verified,22,1054,I,0.189753,0.47546,0.631902,2.277363,0.516888,0.66129,0.91424
ALBL-1c521aa5918a7c228d52dd39e33749ac1ed6902f61bfed0d6daaa3c3adfc4357,Tangoz,source_artist_label_not_externally_identity_verified,37,2028,I,0.122288,0.425118,0.591392,2.708923,0.315976,0.56213,0.946949
ALBL-1f58a6ffe8bece560a2d7cd3f95b1c5fedac73381c77a301c279e6c79036b7f0,离合,source_artist_label_not_externally_identity_verified,27,768,AN,0.157552,0.589691,0.665979,3.461114,0.354037,0.570312,0.91536
ALBL-1f7fed06b8efb360d17055fb5863e54d09a25560e048c3bf2ee01153da3c93c4,G Sauce,source_artist_label_not_externally_identity_verified,34,1211,I,0.12469,0.546256,0.634361,3.146053,0.335903,0.606111,0.950781
ALBL-23cc9ad5656ade82d0585fba15746eec8fbcbb8ecbcd883d7fc885d404d1478b,Cream D,source_artist_label_not_externally_identity_verified,16,420,I,0.161905,0.545455,0.63986,3.195751,0.328671,0.557143,0.929543
ALBL-247a321492792bdb57c32c163643edba2d15422f23a86af468d8f0bfb5c89077,李佳隆,source_artist_label_not_externally_identity_verified,39,1979,I,0.152602,0.364346,0.529412,2.351284,0.295302,0.469429,0.948564
ALBL-24ab2db65ff01b86f7df8f18130ad4db0b5a038f7c40263e75fb0b0dc7213232,Poorman,source_artist_label_not_externally_identity_verified,8,242,I,0.161157,0.282486,0.491525,1.946385,0.129944,0.342975,0.929228
ALBL-24b00b86757b8524f811b193bdeb83ef1329a0c57055807a6ded111fa42e68f3,小青龙,source_artist_label_not_externally_identity_verified,29,1223,EI,0.136549,0.590278,0.69246,3.05408,0.292659,0.710548,0.929477
ALBL-255b39be5ec120d92543e4e21dc87011282877c2b9e48c00579662e497eb22d4,吴晨阳,source_artist_label_not_externally_identity_verified,11,346,I,0.210983,0.377419,0.53871,1.788253,0.172638,0.50289,0.884852
ALBL-275cbdad252f54c6748319f45ee0a8a3135340327f40dfd3f83e5b261bcad5df,Melo,source_artist_label_not_externally_identity_verified,15,730,AN,0.139726,0.5625,0.637821,2.827543,0.433387,0.713699,0.941543
ALBL-275d6c06b34fc1ede399aff72db03e76929b074ec212f94453d28ff922f95804,JD,source_artist_label_not_externally_identity_verified,38,2313,I,0.213143,0.588866,0.68335,2.567984,0.309426,0.73195,0.9053
ALBL-2807b98ea33a2a358a5e75262d1634d94c6402340cb7f15b88794a34f694ba24,Korn,source_artist_label_not_externally_identity_verified,25,1725,I,0.142609,0.546875,0.671875,2.86607,0.334755,0.662029,0.915675
ALBL-284f21f38fb89fffc6231f1c8e4e864ddfb421bed3792bc18e665896dd0864c9,梁老师Tsong,source_artist_label_not_externally_identity_verified,39,1981,AN,0.199394,0.528076,0.655914,2.467937,0.346292,0.637052,0.901131
ALBL-2af009abc260058ed488c3cc5bd979e4028fa2b64a389c66f06c6ef5e8743d9a,木秦,source_artist_label_not_externally_identity_verified,34,1804,AN,0.173503,0.56986,0.676022,2.457736,0.27978,0.739468,0.912933
ALBL-2b47111c3ae429f7fd49243653f4b70387bf44642bbb3d8c30fd5cc8b8063b34,孔令奇,source_artist_label_not_externally_identity_verified,32,1438,I,0.156467,0.513133,0.665103,3.269816,0.221072,0.598053,0.927854
ALBL-2c0d33cebcdf6b69c4dbde5486faeab809292ba09e1c547ffa0bffdbf69312ac,鹿奇,source_artist_label_not_externally_identity_verified,43,2013,I,0.174863,0.495027,0.624331,2.657056,0.349923,0.482861,0.922294
ALBL-2c4757a584ada65232fd4e1061bb867f3e2341823f769a11a3ad84438bfe03a6,ROB93,source_artist_label_not_externally_identity_verified,16,560,I,0.167857,0.496222,0.670025,3.131519,0.270202,0.566071,0.908154
ALBL-2c8bc6640d674fb0494ab3a0352bfacdd7243a34c724124ee036737fd0d39b2d,泰格西,source_artist_label_not_externally_identity_verified,22,1121,AN,0.134701,0.45098,0.605664,2.561002,0.367503,0.545941,0.925078
ALBL-2cd7183a0cf674ea30188d5d0032a7ba17c2775bd7ee862325f9ed98d3d5ee1f,王晨宇IceCraz,source_artist_label_not_externally_identity_verified,47,2463,AN,0.138449,0.45914,0.606519,2.606107,0.306566,0.597645,0.943001
ALBL-2e810b55afb91280b967725073e8e9dee97ffc7e57519fa876a5eef1c60b2833,Green Soldier,source_artist_label_not_externally_identity_verified,10,434,I,0.165899,0.607362,0.690184,2.644456,0.380805,0.668203,0.89884
ALBL-2f8b2ec6bcd75a5e76215bbd5e2e95d25bed68c81acf7ea38f86e111ac5ced35,傲傲,source_artist_label_not_externally_identity_verified,40,2478,E,0.123083,0.479218,0.610758,2.590208,0.422625,0.583939,0.929882
ALBL-3031bd18d220db6520e49505d607f0577ab0291d63ca904ef8c75c6e35e6d3fc,CJ BAda$$ (希介),source_artist_label_not_externally_identity_verified,27,1402,I,0.221113,0.547904,0.664671,2.791758,0.41984,0.57418,0.915162
ALBL-30f7e60627845f9d0fd4aec317723f5156cbb07ff715a9b98385f64c558bd2fa,花生,source_artist_label_not_externally_identity_verified,12,690,I,0.195652,0.502935,0.616438,2.620183,0.385519,0.591304,0.904349
ALBL-314c2bafd9ac4593acb1cd858e97edf4ad5631f78cb356ce14019e732aa2ae48,刀脚,source_artist_label_not_externally_identity_verified,23,1032,A,0.131783,0.582339,0.678998,3.127774,0.434731,0.679264,0.939523
ALBL-33f39cebde978ce9aa6e4c3876032ec25f0e8d1871843f6f21ed6dd57e8d7d4a,河南说唱之神,source_artist_label_not_externally_identity_verified,46,1681,I,0.143962,0.467797,0.618305,2.540569,0.335602,0.625223,0.931019
ALBL-3516aca92330ace937d4d66d19489d317129d236c505c76c829d30f582c702ec,C-Block,source_artist_label_not_externally_identity_verified,43,2699,I,0.125973,0.529587,0.651341,2.771483,0.392416,0.709522,0.930713
ALBL-36142f7c7512775b0003e10735d3704a243836ce608ddce5ec55d2a9d3b46add,V.O.B.,source_artist_label_not_externally_identity_verified,15,564,I,0.156028,0.569087,0.651054,3.191829,0.469484,0.682624,0.940349
ALBL-36c9800bd02cf448b8d1cfd748568b7250020c76eac2b09be6443266d3246492,土人儿,source_artist_label_not_externally_identity_verified,21,894,I,0.176734,0.534591,0.672956,2.980799,0.474843,0.559284,0.918056
ALBL-370cf8dec91c8c759d3d4eabfdc7f5c2fda07290e95e14f5731c2a18724159db,Surfosho,source_artist_label_not_externally_identity_verified,13,121,O,0.272727,0.37234,0.56383,1.766409,0.369565,0.446281,0.842539
ALBL-377b054a1f71b14c70428b5910256bbb843ebcec24665eff55383c467e7c9df7,满舒克,source_artist_label_not_externally_identity_verified,34,2200,I,0.191364,0.517391,0.669565,2.679244,0.346405,0.610455,0.919212
ALBL-37f6eb87430a0b1d7a66bf0a89dab1ed85cf84803d73bee23b3b94e50f1a71be,金熙宇,source_artist_label_not_externally_identity_verified,17,793,AN,0.147541,0.616296,0.711111,2.703066,0.478519,0.78058,0.900887
ALBL-37ff92a2c4a991915f72decba88e5b2eded6f8d585460ca3c198988ae1274572,Ice Paper,source_artist_label_not_externally_identity_verified,32,1662,I,0.135981,0.464036,0.642903,2.528143,0.352005,0.659446,0.935968
ALBL-3aea2c0801f6f0a6142d4a1b36a638bf2b641a219dfd7ac90ea19346b4e1c1ea,ljz329,source_artist_label_not_externally_identity_verified,11,388,I,0.234536,0.530612,0.62585,2.3911,0.37415,0.621134,0.885273
ALBL-3dab537bbce562a80504255944b4f84168fe4cdfe736c5f5569088ee394644b6,AR,source_artist_label_not_externally_identity_verified,36,2136,I,0.132959,0.522741,0.630685,3.047953,0.442961,0.612828,0.939047
ALBL-3e8052851c5f2da0234ba405219252f0ffdf30904c8807e3dfdbe6d44d5b2ade,黄昭,source_artist_label_not_externally_identity_verified,25,936,ENG,0.142094,0.56962,0.649789,3.027315,0.436006,0.67094,0.93066
ALBL-3ee93b4fbf1fe5935538066bfee5c8fc4d55b7308cfe1dbf78748e19528345f6,Over$ize,source_artist_label_not_externally_identity_verified,16,1214,I,0.157331,0.430031,0.565884,2.313534,0.356701,0.539539,0.913511
ALBL-3f8544460dad7df697f7b1dfe3ceb76f8ee9fee329dff53487a2ff31ae594765,直火帮,source_artist_label_not_externally_identity_verified,39,2466,I,0.182887,0.584988,0.683777,2.973482,0.471643,0.722628,0.936522
ALBL-3ff74c075ec5c2e5728f2ff0bfb20cf17699329068612d45293b05554df57030,爽子,source_artist_label_not_externally_identity_verified,17,2596,I,0.158706,0.453696,0.603168,2.219729,0.195608,0.660632,0.930633
ALBL-410bedcb3af781aedd8b01993423c88b246553bed5edec02764821357bfb3ad5,Nasty Ray,source_artist_label_not_externally_identity_verified,6,204,I,0.210784,0.647059,0.694118,2.447132,0.376471,0.838235,0.860976
ALBL-416efb901b78e0dac353a88963abd0a86b5207467dd399395d3c77f99460a215,望江晴,source_artist_label_not_externally_identity_verified,18,897,AN,0.134894,0.48294,0.61811,2.521685,0.256954,0.61427,0.926044
ALBL-4351325bff68d9ba2013f7254620f426c6d51a30ec2bb8dae4c1d2c8017071f4,Jony J,source_artist_label_not_externally_identity_verified,42,2534,AN,0.149961,0.591567,0.71891,2.78589,0.451874,0.759274,0.921637
ALBL-449c15c13efcf3a854c22dfa004716e1293d43fb1853aea6c0bab03d10c4c10b,SASIOVERLXRD,source_artist_label_not_externally_identity_verified,26,997,I,0.141424,0.591885,0.670644,3.086812,0.261337,0.715145,0.945014
ALBL-45fb690b1fa5ef0d23dbeb44ff194f49e6899ee138d850ccb0f8ca44cf44f801,张昊,source_artist_label_not_externally_identity_verified,15,776,I,0.16366,0.516987,0.658789,2.748614,0.375185,0.681701,0.931948
ALBL-4643ced8fed4e5f7ffe92d53e345a6e445386087a66e90051378e206de8a183f,秃子,source_artist_label_not_externally_identity_verified,21,1149,I,0.133159,0.502508,0.635908,2.85394,0.409045,0.660574,0.942749
ALBL-477d40bab9415c1e1fc116f4efe1cd52564f26aef849d2f13bb16fcde179180b,方仔,source_artist_label_not_externally_identity_verified,32,1733,I,0.175418,0.533333,0.669159,2.539264,0.257321,0.709752,0.924478
ALBL-4ee2de733107bf496cb129ee93841693210261129915ba651cc3fbb0b18de05c,404 Rapper,source_artist_label_not_externally_identity_verified,23,1023,I,0.198436,0.480984,0.610738,2.237291,0.265101,0.627566,0.897974
ALBL-50741b2ec0bf3af4af14534601eb2b25106535e1be6e7fa756e6062fa54090e3,金蛇 traphouse,source_artist_label_not_externally_identity_verified,6,1182,I,0.141286,0.442125,0.612903,2.407813,0.330484,0.571912,0.927859
ALBL-5588dea76589911df854bcd8ae85996bb26f89521d661f3f591f4f339057cd55,老黑Black J,source_artist_label_not_externally_identity_verified,11,360,AN,0.133333,0.687075,0.748299,3.581623,0.397959,0.822222,0.925927
ALBL-57e56d22dd85362bb8105570741eef2f726eab5029f9510bb149e289c1cdb362,坚强的小黄瓜,source_artist_label_not_externally_identity_verified,42,2070,AN,0.17343,0.5421,0.650208,2.446082,0.417405,0.757971,0.927929
ALBL-58317e7308fa764165b4d6a3ef2e233753924b1bb3544048ceb57650a8fa89cb,C-Low,source_artist_label_not_externally_identity_verified,26,957,AN,0.145246,0.542185,0.651452,2.907177,0.310249,0.595611,0.933897
ALBL-58b4f98bab37d9f291c25b06ba57304d2b1c689dcc25c63e4ff642ab5584d304,thomeboydontkill,source_artist_label_not_externally_identity_verified,21,958,I,0.147182,0.44249,0.584574,2.779469,0.318428,0.522965,0.935947
ALBL-591263eefafdb52e5702e00434d710421ec77268e1974ea65c6faf003f8b94b8,MULA SAKEE,source_artist_label_not_externally_identity_verified,33,1364,I,0.130499,0.483173,0.625,3.316608,0.472859,0.437683,0.949363
ALBL-5df3b41d45a211caed7ddd24c3951c2e6837ab2f5322ab023300850d02ea1a5e,DBL.D,source_artist_label_not_externally_identity_verified,12,535,AN,0.186916,0.507282,0.635922,2.593805,0.206311,0.607477,0.907946
ALBL-5fd79266de1ca82a6a701b7b65788f6a770a569318a1351825159d92cf867337,刘聪 (Key.L),source_artist_label_not_externally_identity_verified,35,1835,I,0.152589,0.532122,0.650876,2.859644,0.454191,0.683924,0.935845
ALBL-60e338cff4ca7d43b678b87ac6d0bc2923b2b774e88285998ea805732a13bc86,Max马俊,source_artist_label_not_externally_identity_verified,14,749,AN,0.125501,0.587127,0.722135,3.372205,0.372057,0.706275,0.931975
ALBL-624809a8c6f31530a20bced12f8eeb4a5292640bdb87ef4a277476da24a07d28,连麻Swimming,source_artist_label_not_externally_identity_verified,27,1151,I,0.121633,0.50242,0.628267,2.727126,0.259439,0.647263,0.948767
ALBL-6333d5595ce07957878659758f2179f94c4e244fc91a624bad260e48824e6d0a,OWVRO老弟,source_artist_label_not_externally_identity_verified,23,1074,I,0.20298,0.550781,0.645833,2.642716,0.291667,0.598696,0.89126
ALBL-6470d1206d77a5344903490c8022085d5434995cb18f11140acf297a51a4c0f7,Vava,source_artist_label_not_externally_identity_verified,29,1621,AN,0.122147,0.535004,0.667649,3.0157,0.378979,0.642196,0.941313
ALBL-64b99f305e19727a83cafde426896191340dac22d1096e0014290657b528110b,KKLUV,source_artist_label_not_externally_identity_verified,27,1090,I,0.153211,0.468825,0.601918,2.751457,0.348558,0.526606,0.924347
ALBL-653f823573f2940bf2c73dfbdb26faef76f3062d797274a12eade0e8fd765269,孤矢,source_artist_label_not_externally_identity_verified,37,2000,I,0.148,0.510071,0.641807,2.475643,0.384867,0.7095,0.923829
ALBL-65f4c44000b0b3238b828e0cf5c3707b1e174d6799866358fb0a3a8f41ea30c0,Turbo嗣尧,source_artist_label_not_externally_identity_verified,19,886,AN,0.15237,0.412172,0.57538,2.379893,0.232493,0.511287,0.916391
ALBL-668adef71637ce73ed0d6930da3df75035de7b9f85a5b5d81a63482870edf608,李尔新,source_artist_label_not_externally_identity_verified,32,1782,I,0.145342,0.419122,0.574984,2.403444,0.404494,0.54321,0.936944
ALBL-674cdf7bedf87c3a984532f3b6d1e7baeeab9de3979127e45718e65f125c5971,YuGo,source_artist_label_not_externally_identity_verified,33,1357,I,0.173176,0.400612,0.533129,2.580957,0.261491,0.470892,0.927906
ALBL-684afcd741ce3fa6d145edabeaaa08c1ac47e5ba86fdc114798bd81786f5418b,Regi 陈彦希,source_artist_label_not_externally_identity_verified,11,234,I,0.188034,0.446237,0.639785,2.642896,0.225806,0.576923,0.900106
ALBL-68861076b744e959ac73e2117efa8b1b2b9c67339252c49fa74c306ae22b118d,正义感,source_artist_label_not_externally_identity_verified,17,849,I,0.248528,0.565274,0.734987,2.28348,0.386928,0.718492,0.85459
ALBL-696c842e3ed9a1f7ab0284130f1a3ca48afd3efbd581178c263a594bd6158db6,southsidesamurai,source_artist_label_not_externally_identity_verified,12,561,I,0.16221,0.537572,0.645472,2.622172,0.183044,0.768271,0.943431
ALBL-69e09ca6ec075c702c80bc29a4f0403c9282b9293273e8873970444db978c065,滇声气,source_artist_label_not_externally_identity_verified,23,1083,I,0.102493,0.384615,0.553387,2.810513,0.289323,0.499538,0.96902
ALBL-6e2c5eea321edcf85b9bddb1be052f37af0d813916ec5db39e7691ed75c22ca0,新街口组合,source_artist_label_not_externally_identity_verified,26,2224,I,0.17491,0.526596,0.672147,2.344725,0.181994,0.692896,0.904203
ALBL-6e584511c3d847a8b7353a50064bbcc569da3e403933cbb51e8a88e2c4fc8f77,YOUNG,source_artist_label_not_externally_identity_verified,21,863,I,0.141367,0.367583,0.534009,2.269503,0.342981,0.479722,0.924767
ALBL-6fb00601b23592ac5bee90a3557f53be2b8b4a9e01b50bedf6a92a352e1c4d6b,杨布拉德,source_artist_label_not_externally_identity_verified,42,1977,I,0.141123,0.520748,0.691409,2.787887,0.442105,0.638847,0.932106
ALBL-71fc091f8fa9a5349caa201a162fd2a9e7fac847ff925da52daae602b7456737,TY,source_artist_label_not_externally_identity_verified,27,1337,I,0.155572,0.527663,0.67052,2.778366,0.434352,0.665669,0.944943
ALBL-725a8caf4f4132e9734ee50844d011d83670da8006b97d5c112f6e33134115ff,恶童,source_artist_label_not_externally_identity_verified,33,1495,AN,0.165217,0.488213,0.611407,2.407082,0.407154,0.677592,0.923674
ALBL-73c8a1a36223a670dc4911fa645f78397410791c1681cf627e1903abaceeedf8,班比 Bambii,source_artist_label_not_externally_identity_verified,39,1880,I,0.136702,0.479432,0.581152,3.045085,0.25524,0.517021,0.947249
ALBL-758c40daaf5aa99c2bb61b302d6a7e854353d6b58df940ac091ecf62f863018c,S1,source_artist_label_not_externally_identity_verified,14,1090,OU,0.114679,0.609681,0.730175,2.934547,0.592363,0.729358,0.934103
ALBL-7623ac04cbb961b36d61bf66b703c428420edf9b13d991e454601fa6c6d792ce,neverkilltheape,source_artist_label_not_externally_identity_verified,15,32,EN,0.28125,0.0,0.0,0.0,0.0,0.0,0.727118
ALBL-7780937cebdf3a7fdf84d6f6de9953c0fd0540f37d1f306578ffeef94a098ca4,Kzoo,source_artist_label_not_externally_identity_verified,43,1397,I,0.151038,0.477387,0.58593,2.853991,0.27163,0.533286,0.943004
ALBL-792d55b0a19edfc124c50aba34e23dc8797d058ad9d19feb36f247dd21034d18,罗言,source_artist_label_not_externally_identity_verified,21,1086,AN,0.157459,0.431868,0.574725,2.316653,0.228823,0.532228,0.904201
ALBL-794d5a373c990e135a5ac3527a23c5c8c9431cb100be6cc02eaab0e303e3160e,阿斯巴田,source_artist_label_not_externally_identity_verified,42,2233,I,0.127183,0.482447,0.611702,2.708192,0.347037,0.632781,0.937506
ALBL-7ad638af3a35b7d111f62ea5b56a127ec4dbcf5cd86cc213bda8cd999a257ec9,笑男孩,source_artist_label_not_externally_identity_verified,29,1073,I,0.171482,0.34375,0.516164,2.051251,0.186957,0.451072,0.921596
ALBL-7ba722009dee968fea666826254e4d7047ee83b9c2b6439061df005b6dfa14bf,黑麦,source_artist_label_not_externally_identity_verified,33,1795,I,0.134262,0.555621,0.681657,2.543786,0.381376,0.782173,0.927335
ALBL-7d11225e8215022166cdd99505ba4f36a0b1b68bf5f51c1a126237b869768989,张大炮,source_artist_label_not_externally_identity_verified,42,1905,I,0.166929,0.538462,0.64497,2.510757,0.421053,0.698163,0.923091
ALBL-7e9a60002d7d27bc747175d30b340b7dc85f9fd3a264c05f42b5130737e9af57,Rich4ever,source_artist_label_not_externally_identity_verified,30,1356,I,0.146755,0.498513,0.623389,2.894607,0.361829,0.544248,0.946883
ALBL-7f3967d3975472e31ce4362dd92a45b49955b2ff273e500482ac5b4118c331c8,二狗子,source_artist_label_not_externally_identity_verified,22,1093,I,0.15828,0.553957,0.660671,3.105645,0.45367,0.641354,0.928599
ALBL-7f9d51b2153da108c09e27e39e0e3563c5aac119a896eeb929e827f8f1bea542,FAC-D12,source_artist_label_not_externally_identity_verified,25,1377,I,0.131445,0.561033,0.678404,2.668669,0.225352,0.754539,0.936294
ALBL-800378ed0482ee65717309245d95ab4ddd74395ddce9272aa4a50433bad833f6,法老,source_artist_label_not_externally_identity_verified,40,3092,I,0.183376,0.509046,0.642781,2.367251,0.368065,0.655563,0.921011
ALBL-803895061e7d1b3ae418c5489b90e87ba8b5ba8c6694f214cd7ef630b40dd204,HAS,source_artist_label_not_externally_identity_verified,38,1032,I,0.218992,0.580124,0.700621,2.740285,0.483831,0.675388,0.894873
ALBL-84fcfdcf1ab20bc4908a76b2515756f6ec5f78984423e012859049c91ef1f807,NOTTIBO1,source_artist_label_not_externally_identity_verified,21,1338,I,0.189088,0.416136,0.571125,2.633824,0.318424,0.452167,0.929134
ALBL-851b250b2304762b91768b5123950704538062116628ddfaa11d82ce5c5be520,Busta Z,source_artist_label_not_externally_identity_verified,28,1531,AN,0.150882,0.651442,0.722756,3.148171,0.338141,0.739386,0.930236
ALBL-87844eb828b520c40f25c1c11d6bfe17d5bac7ac4cee3d7db6c8c804e9846918,Athree,source_artist_label_not_externally_identity_verified,19,819,I,0.151404,0.509213,0.61139,2.917301,0.437186,0.565324,0.948755
ALBL-89fcef5d9b763073e8b54afa5ed7fe58f06329b1fc1223fea93047e30703f75a,赵山河,source_artist_label_not_externally_identity_verified,31,1349,AN,0.129726,0.551141,0.651733,2.432741,0.472927,0.731653,0.918617
ALBL-8fe67f1bb9fc285a22c50d0d4d43b33ead424009b4de8dfeab0a3ddddc5c6e1e,Gm仙,source_artist_label_not_externally_identity_verified,28,1465,I,0.169283,0.488857,0.623293,2.225513,0.212032,0.677133,0.917561
ALBL-9033c77c9bc50aacd1b2d8eb24227fe8142eb884573a498b41f5a89be7f0f5a3,PO8,source_artist_label_not_externally_identity_verified,39,1774,AN,0.161781,0.368318,0.560626,2.340837,0.391503,0.541714,0.940564
ALBL-904fcc2d59908c38ed9f59b6a90b30096342461e51a746e515da335e08b6cf49,斯威特,source_artist_label_not_externally_identity_verified,40,2294,I,0.158675,0.487323,0.615619,2.36029,0.296033,0.697472,0.932536
ALBL-9058dcff6afd9940ff9cce807bf7bc883fe6f6d183c5e0958cba710bfa814a13,八口8uck,source_artist_label_not_externally_identity_verified,34,1630,I,0.115951,0.476874,0.614833,3.2144,0.286284,0.564417,0.957867
ALBL-91e7e3cdbb244167ab7bd584a228ec96d1798f373702980135847af0b640afa5,艾热 AIR,source_artist_label_not_externally_identity_verified,25,1392,EI,0.143678,0.431764,0.612929,2.403071,0.364217,0.56681,0.924708
ALBL-93a39f5d64d4b1cd045f2ea90c301f10cfa84e6cb7474f61bb8f90b8b551a8bb,大狗,source_artist_label_not_externally_identity_verified,21,1361,AN,0.138134,0.619651,0.729002,2.788903,0.408261,0.811168,0.91659
ALBL-9756ee2b51bd71de0c83766a970f3e1a415810f7477491fbcac8582eb4cb2b32,龙胆紫,source_artist_label_not_externally_identity_verified,10,607,I,0.14168,0.418647,0.54479,2.217146,0.151737,0.637562,0.941959
ALBL-9a6e97105d9c2dcd37f9aa00e1e58b3712106f810dd58f474ec3d433a911bc18,孙八一,source_artist_label_not_externally_identity_verified,35,2009,I,0.143853,0.521127,0.624413,2.246283,0.449344,0.79343,0.91312
