system,task_role,source_credit_label,queries,within_label_component_units,mrr,recall_at_1,recall_at_5,recall_at_10,ndcg_at_10,median_true_label_rank,most_common_incorrect_top1_source_credit_label,share_of_incorrect_group_weight_for_common_top1
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,隐藏,9,9,0.058345,0.000000,0.111111,0.111111,0.055556,40.000000,爽子,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,天府事变CDREV,44,44,0.683268,0.636364,0.727273,0.750000,0.694611,1.000000,Jony J,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,jinjibewater,20,20,0.075301,0.000000,0.150000,0.150000,0.078080,63.000000,班比 Bambii,0.150000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,APMOZART,45,45,0.974074,0.955556,1.000000,1.000000,0.980687,1.000000,G Sauce,0.500000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,多雷 Swang,39,39,0.600165,0.538462,0.717949,0.769231,0.633627,1.000000,张雪飞,0.111111
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,刘柄鑫,30,30,0.829317,0.800000,0.866667,0.900000,0.845421,1.000000,张雪飞,0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,国蛋,36,34,0.835984,0.794118,0.852941,0.911765,0.850986,1.000000,雲道,0.285714
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,弹壳,10,10,0.008317,0.000000,0.000000,0.000000,0.000000,139.000000,张雪飞,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,梁维嘉,32,32,0.631067,0.562500,0.718750,0.812500,0.668600,1.000000,滇声气,0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,冲天小火煎,18,18,0.114077,0.055556,0.111111,0.333333,0.150573,37.000000,小鸭哥,0.176471
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,TOYOKI,35,35,0.236588,0.114286,0.342857,0.571429,0.292332,9.000000,APMOZART,0.129032
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Capper,28,28,0.381834,0.250000,0.535714,0.678571,0.441951,5.000000,王嘉尔,0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,義胜合,12,12,0.765472,0.750000,0.750000,0.833333,0.779684,1.000000,秃子,0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,红狼,12,11,0.193396,0.181818,0.181818,0.181818,0.181818,57.000000,天府事变CDREV,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,雾都 (Wudu Montana),21,21,0.144485,0.095238,0.095238,0.238095,0.145036,34.000000,李大奔BENZO,0.105263
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,zhazha,8,8,0.059687,0.000000,0.125000,0.125000,0.062500,40.000000,APMOZART,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,李大奔BENZO,31,31,0.693117,0.548387,0.903226,0.935484,0.750500,1.000000,MULA SAKEE,0.357143
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,丸,21,20,0.462575,0.300000,0.625000,0.700000,0.502921,2.000000,刘柄鑫,0.214286
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Tangoz,36,35,0.556622,0.471429,0.628571,0.714286,0.582778,2.000000,直火帮,0.162162
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,离合,28,28,0.976190,0.964286,1.000000,1.000000,0.982143,1.000000,MULA SAKEE,1.000000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,G Sauce,34,34,0.840536,0.794118,0.882353,0.941176,0.862890,1.000000,APMOZART,0.285714
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Cream D,16,16,0.221994,0.125000,0.312500,0.437500,0.251662,11.000000,NOTTIBO1,0.214286
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,李佳隆,36,36,0.313565,0.250000,0.333333,0.444444,0.326428,12.000000,乃万,0.111111
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Poorman,9,9,0.156157,0.111111,0.222222,0.222222,0.158964,58.000000,Six City,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,小青龙,29,29,0.142068,0.068966,0.241379,0.310345,0.163359,21.000000,廖效浓,0.148148
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,吴晨阳,10,10,0.688287,0.600000,0.800000,0.800000,0.713093,1.000000,王嘉尔,0.250000
