entity_a,entity_a_type,entity_b,entity_b_type,all_eligible_song_units,entity_a_song_units,entity_b_song_units,unique_song_unit_co_mentions,source_credit_labels,lift,npmi,p_value_one_sided_hypergeometric,q_value_bh,legacy_basic_gate_pass,release_gate_pass,reliability_class,plain_meaning,relation_scope,status
伦敦,PLACE,巴黎,PLACE,5681,12,70,5,5,33.815476,0.500454,1.8209616106308854e-07,4.206421320557345e-05,True,True,SUPPORTED,"伦敦 and 巴黎 co-occur in 5 of 5681 eligible song units after shared-text exclusion; NPMI=0.50, BH q=4.21e-05.",same-song lyric-reference co-mention using all eligible song units as denominator; not a social relationship,PROVISIONAL_STATISTICALLY_SUPPORTED_NOT_HUMAN_VALIDATED
中文,LANGUAGE_OR_DIALECT_REFERENCE,英文,LANGUAGE_OR_DIALECT_REFERENCE,5681,132,28,6,5,9.222403,0.324179,3.475043584857038e-05,0.004013675340509879,True,True,SUPPORTED,"中文 and 英文 co-occur in 6 of 5681 eligible song units after shared-text exclusion; NPMI=0.32, BH q=0.00401.",same-song lyric-reference co-mention using all eligible song units as denominator; not a social relationship,PROVISIONAL_STATISTICALLY_SUPPORTED_NOT_HUMAN_VALIDATED
上海,PLACE,巴黎,PLACE,5681,106,70,7,5,5.359434,0.250614,0.000294531670640333,0.01700920397947923,True,True,SUPPORTED,"上海 and 巴黎 co-occur in 7 of 5681 eligible song units after shared-text exclusion; NPMI=0.25, BH q=0.017.",same-song lyric-reference co-mention using all eligible song units as denominator; not a social relationship,PROVISIONAL_STATISTICALLY_SUPPORTED_NOT_HUMAN_VALIDATED
上海,PLACE,新疆,PLACE,5681,106,40,5,5,6.699292,0.270346,0.0008052088055958654,0.03100053901544082,True,True,SUPPORTED,"上海 and 新疆 co-occur in 5 of 5681 eligible song units after shared-text exclusion; NPMI=0.27, BH q=0.031.",same-song lyric-reference co-mention using all eligible song units as denominator; not a social relationship,PROVISIONAL_STATISTICALLY_SUPPORTED_NOT_HUMAN_VALIDATED
