artist_label_id,source_artist_label,label_attribution_status,clean_song_count,independent_clean_song_count,primary_raw_chunk_count,primary_effective_text_mass,primary_unique_clean_text_count,sensitivity_raw_chunk_count,sensitivity_effective_text_mass,sensitivity_unique_clean_text_count,shared_text_dropped_effective_mass,shared_text_dropped_mass_share,eligible_primary_support,eligible_sensitivity_support,graph_node_eligible,stable_graph_degree
ALBL-df37ba569c01fcedd3d036cd994e4fee82c6f3c0b109cb038bc3ec44302efe17,141,source_artist_label_not_externally_identity_verified,6,6,7,7.00000000,7,7,7.00000000,7,0.00000000,0.00000000,false,false,false,0
ALBL-4ee2de733107bf496cb129ee93841693210261129915ba651cc3fbb0b18de05c,404 Rapper,source_artist_label_not_externally_identity_verified,30,26,50,39.66666667,50,34,34.00000000,34,5.66666667,0.14285714,true,true,true,0
ALBL-0c1cbb0aa0ebc67715d27ebbaf942ec5de9ebbfedcb37cbdbf03fba067fee404,APMOZART,source_artist_label_not_externally_identity_verified,48,47,82,80.00000000,82,78,78.00000000,78,2.00000000,0.02500000,true,true,true,3
ALBL-3dab537bbce562a80504255944b4f84168fe4cdfe736c5f5569088ee394644b6,AR,source_artist_label_not_externally_identity_verified,47,41,249,207.91666667,249,179,179.00000000,179,28.91666667,0.13907816,true,true,true,1
ALBL-b6fb9745908a9283df198b367153a16c8346bc5114b5856f9a7ffb412793e6ef,Ansr J,source_artist_label_not_externally_identity_verified,35,28,122,97.36666667,122,81,81.00000000,81,16.36666667,0.16809312,true,true,true,2
ALBL-87844eb828b520c40f25c1c11d6bfe17d5bac7ac4cee3d7db6c8c804e9846918,Athree,source_artist_label_not_externally_identity_verified,35,23,114,71.95000000,114,52,52.00000000,52,19.95000000,0.27727589,true,true,true,0
ALBL-29edcc95c78a492fbc8302b407068f19b3893ba409c59671efface165df6f8e5,Ayo97,source_artist_label_not_externally_identity_verified,8,8,11,10.00000000,11,9,9.00000000,9,1.00000000,0.10000000,false,false,false,0
ALBL-082eac9b47608ea3feaa48cf11852315175f54c199dc7b8e105f80cb868748e1,BeCareful,source_artist_label_not_externally_identity_verified,4,3,5,4.50000000,5,4,4.00000000,4,0.50000000,0.11111111,false,false,false,0
ALBL-9ec1ed5ae5429ec3c201bc8de841504a2e5b413a06a3aa8a963d94108be06e95,Blow Fever,source_artist_label_not_externally_identity_verified,27,27,116,102.83333333,116,99,99.00000000,99,3.83333333,0.03727715,true,true,true,0
ALBL-9dfbe06f93041cb9bf5f5aa68c56ce9379af282b898eed75115c36908988f75d,BossWang,source_artist_label_not_externally_identity_verified,18,15,62,55.76666667,62,53,53.00000000,53,2.76666667,0.04961148,true,true,true,0
ALBL-384aae7e6af5b9f5c29a1490f2571f3122bf1b0a79e0f2fd2c25a9e13c64877b,Break-D,source_artist_label_not_externally_identity_verified,4,4,5,5.00000000,5,5,5.00000000,5,0.00000000,0.00000000,false,false,false,0
ALBL-fc83eb0c2b9caf7b6655f612f98b6c57a3a90e33dadb1e65cb5c8eaae604cd5a,Bridge,source_artist_label_not_externally_identity_verified,41,25,169,100.75000000,169,63,63.00000000,63,37.75000000,0.37468983,true,true,true,1
ALBL-851b250b2304762b91768b5123950704538062116628ddfaa11d82ce5c5be520,Busta Z,source_artist_label_not_externally_identity_verified,33,30,92,77.83333333,92,71,71.00000000,71,6.83333333,0.08779443,true,true,true,1
ALBL-3516aca92330ace937d4d66d19489d317129d236c505c76c829d30f582c702ec,C-Block,source_artist_label_not_externally_identity_verified,46,44,148,138.50000000,148,133,133.00000000,133,5.50000000,0.03971119,true,true,true,1
ALBL-58317e7308fa764165b4d6a3ef2e233753924b1bb3544048ceb57650a8fa89cb,C-Low,source_artist_label_not_externally_identity_verified,39,32,84,76.08333333,84,71,71.00000000,71,5.08333333,0.06681271,true,true,true,0
ALBL-3031bd18d220db6520e49505d607f0577ab0291d63ca904ef8c75c6e35e6d3fc,CJ BAda$$ (希介),source_artist_label_not_externally_identity_verified,32,29,101,95.83333333,101,91,91.00000000,91,4.83333333,0.05043478,true,true,true,2
ALBL-17684bc3770d1aec5c2bd652a8807086eae2d17921537773d7065a03fe954aab,Capper,source_artist_label_not_externally_identity_verified,39,30,272,249.50000000,272,232,232.00000000,232,17.50000000,0.07014028,true,true,true,3
ALBL-7749a2f08aef7a04a3186c81bc94103aee823322d406de047e42d2db36375364,Cayden,source_artist_label_not_externally_identity_verified,7,5,24,13.50000000,24,8,8.00000000,8,5.50000000,0.40740741,false,false,false,0
ALBL-d716b18c66c85254008107b9f4754f5399b26bb2661d38b3cc06cd9056dddb53,CoupleHunnidTime,source_artist_label_not_externally_identity_verified,4,3,19,16.33333333,19,15,15.00000000,15,1.33333333,0.08163265,false,false,false,0
ALBL-23cc9ad5656ade82d0585fba15746eec8fbcbb8ecbcd883d7fc885d404d1478b,Cream D,source_artist_label_not_externally_identity_verified,22,18,67,51.17857143,67,43,43.00000000,43,8.17857143,0.15980461,true,true,true,0
ALBL-5df3b41d45a211caed7ddd24c3951c2e6837ab2f5322ab023300850d02ea1a5e,DBL.D,source_artist_label_not_externally_identity_verified,14,12,36,27.50000000,36,23,23.00000000,23,4.50000000,0.16363636,true,true,true,0
ALBL-e72e4ade8d97665aa4a2256764cb353dfa64deccf822922b70f06d7ee29f3c94,Dirty Twinz,source_artist_label_not_externally_identity_verified,21,14,52,33.17857143,52,23,23.00000000,23,10.17857143,0.30678149,true,true,true,0
ALBL-7f9d51b2153da108c09e27e39e0e3563c5aac119a896eeb929e827f8f1bea542,FAC-D12,source_artist_label_not_externally_identity_verified,29,26,36,32.83333333,36,31,31.00000000,31,1.83333333,0.05583756,true,true,true,0
ALBL-1f7fed06b8efb360d17055fb5863e54d09a25560e048c3bf2ee01153da3c93c4,G Sauce,source_artist_label_not_externally_identity_verified,40,37,54,47.00000000,54,41,41.00000000,41,6.00000000,0.12765957,true,true,true,2
ALBL-cb7c78d5d00ac7147de7b814ebde9ef47d47e7961b8df535b0628bb71e594071,GAI,source_artist_label_not_externally_identity_verified,45,35,157,131.25000000,157,112,112.00000000,112,19.25000000,0.14666667,true,true,true,2
ALBL-b531a8de7a6d0c34b19b787255885398b63fd4b92d8984404c6d5271f7d268f1,GALI,source_artist_label_not_externally_identity_verified,49,41,101,77.41666667,101,61,61.00000000,61,16.41666667,0.21205597,true,true,true,1
ALBL-b13d2c09b86f4e5afd7d5e0ed5496d8f08e8c5438ad84a7f3e398ab3d030f5e5,GNS耀耀,source_artist_label_not_externally_identity_verified,14,13,32,31.50000000,32,31,31.00000000,31,0.50000000,0.01587302,true,true,true,0
ALBL-b8557601edc484332b5e016a21d4bbb0916313ae828752e757fc70bab4e86dd4,Ghost Crew,source_artist_label_not_externally_identity_verified,44,44,95,95.00000000,95,95,95.00000000,95,0.00000000,0.00000000,true,true,true,2
ALBL-8fe67f1bb9fc285a22c50d0d4d43b33ead424009b4de8dfeab0a3ddddc5c6e1e,Gm仙,source_artist_label_not_externally_identity_verified,36,30,72,54.43333333,72,40,40.00000000,40,14.43333333,0.26515615,true,true,true,0
ALBL-2e810b55afb91280b967725073e8e9dee97ffc7e57519fa876a5eef1c60b2833,Green Soldier,source_artist_label_not_externally_identity_verified,17,14,48,31.16666667,48,20,20.00000000,20,11.16666667,0.35828877,true,true,true,0
ALBL-803895061e7d1b3ae418c5489b90e87ba8b5ba8c6694f214cd7ef630b40dd204,HAS,source_artist_label_not_externally_identity_verified,43,39,124,117.00000000,124,110,110.00000000,110,7.00000000,0.05982906,true,true,true,0
ALBL-d979019ce70ed85f25885322d6573ee2b06fc89d5d3a312f05d0e571d3c1e6b9,Higher Brothers,source_artist_label_not_externally_identity_verified,30,26,201,192.16666667,201,184,184.00000000,184,8.16666667,0.04249783,true,true,true,2
ALBL-ababccf91bd7eece0e9ec3cd599f803bff89a216bef0cd48537ae90773c5d93f,Hotkey金朝,source_artist_label_not_externally_identity_verified,36,35,89,83.16666667,89,78,78.00000000,78,5.16666667,0.06212425,true,true,true,0
ALBL-a544a6bae8dc3a039e1a6690236454a235ec489b230bb6188381cf8018131cab,ICE,source_artist_label_not_externally_identity_verified,37,32,149,115.16666667,149,93,93.00000000,93,22.16666667,0.19247467,true,true,true,4
ALBL-37ff92a2c4a991915f72decba88e5b2eded6f8d585460ca3c198988ae1274572,Ice Paper,source_artist_label_not_externally_identity_verified,43,34,103,68.50000000,103,49,49.00000000,49,19.50000000,0.28467153,true,true,true,0
ALBL-275d6c06b34fc1ede399aff72db03e76929b074ec212f94453d28ff922f95804,JD,source_artist_label_not_externally_identity_verified,46,40,129,115.70000000,129,106,106.00000000,106,9.70000000,0.08383751,true,true,true,0
ALBL-418d957c65e3f12cb24f65cfaad79dcbb7d801ab4bd79016f045bd0281ff09f5,JahjahWay,source_artist_label_not_externally_identity_verified,2,2,3,2.33333333,3,2,2.00000000,2,0.33333333,0.14285714,false,false,false,0
ALBL-d7bb01eb8d746f1f9d0a1c46bb8ab67c980a36f3fbbdf2d4671c7ce7e040539c,Jarstick,source_artist_label_not_externally_identity_verified,35,34,149,135.86666667,149,124,124.00000000,124,11.86666667,0.08734053,true,true,true,4
ALBL-4351325bff68d9ba2013f7254620f426c6d51a30ec2bb8dae4c1d2c8017071f4,Jony J,source_artist_label_not_externally_identity_verified,48,43,115,98.75000000,115,89,89.00000000,89,9.75000000,0.09873418,true,true,true,1
ALBL-ee761957fd84d9c113ca2d9014b1d2209def3e6742e7c877eae5c8bdcb8b533e,KITO,source_artist_label_not_externally_identity_verified,31,31,57,52.83333333,57,49,49.00000000,49,3.83333333,0.07255521,true,true,true,3
ALBL-64b99f305e19727a83cafde426896191340dac22d1096e0014290657b528110b,KKLUV,source_artist_label_not_externally_identity_verified,46,32,88,61.61666667,88,43,43.00000000,43,18.61666667,0.30213687,true,true,true,0
ALBL-ef963e525bebe48fd785903ab976c726352c21df455380b64bd62eb74a2ae1b4,Kandi 侃迪,source_artist_label_not_externally_identity_verified,42,36,78,60.58333333,78,50,50.00000000,50,10.58333333,0.17469051,true,true,true,0
ALBL-d7a92b911b2c469f9fb85d220c4cc53811a7f280d395332df796bd1660aeeee1,Kc,source_artist_label_not_externally_identity_verified,49,41,85,66.33333333,85,56,56.00000000,56,10.33333333,0.15577889,true,true,true,2
ALBL-a77568795e33c21efc2dfb2618a260e28c13560b0490be94d601be2e0d5f1dba,Kigga,source_artist_label_not_externally_identity_verified,28,23,94,65.27857143,94,50,50.00000000,50,15.27857143,0.23405187,true,true,true,0
ALBL-bda9bbfa89b0bd940295ad568d84d7283bdc5124046b7dd9e9f71ed328bb0828,KnowKnow,source_artist_label_not_externally_identity_verified,43,29,135,82.05000000,135,50,50.00000000,50,32.05000000,0.39061548,true,true,true,0
ALBL-2807b98ea33a2a358a5e75262d1634d94c6402340cb7f15b88794a34f694ba24,Korn,source_artist_label_not_externally_identity_verified,26,25,94,93.00000000,94,92,92.00000000,92,1.00000000,0.01075269,true,true,true,1
ALBL-7780937cebdf3a7fdf84d6f6de9953c0fd0540f37d1f306578ffeef94a098ca4,Kzoo,source_artist_label_not_externally_identity_verified,44,44,117,117.00000000,117,117,117.00000000,117,0.00000000,0.00000000,true,true,true,0
ALBL-221b042f67c4f2355dc7dad96a2abf494dbcb2b4b99c051b5a00fdefb46192df,Lil Milk,source_artist_label_not_externally_identity_verified,11,11,19,19.00000000,19,19,19.00000000,19,0.00000000,0.00000000,false,false,false,0
ALBL-8b19fea1157201b0a4d0afef0e391b821452f57f00416b5812dcee5efd068a7b,MC伟伟,source_artist_label_not_externally_identity_verified,2,2,2,2.00000000,2,2,2.00000000,2,0.00000000,0.00000000,false,false,false,0
ALBL-591263eefafdb52e5702e00434d710421ec77268e1974ea65c6faf003f8b94b8,MULA SAKEE,source_artist_label_not_externally_identity_verified,48,38,155,132.50000000,155,115,115.00000000,115,17.50000000,0.13207547,true,true,true,1
ALBL-eb108f2c1f83074b207ab2be2d7d69c06e433803fec18042e383702c08ae6036,Mac Overseas,source_artist_label_not_externally_identity_verified,45,30,135,103.66666667,135,79,79.00000000,79,24.66666667,0.23794212,true,true,true,0
ALBL-60e338cff4ca7d43b678b87ac6d0bc2923b2b774e88285998ea805732a13bc86,Max马俊,source_artist_label_not_externally_identity_verified,19,15,128,101.91666667,128,92,92.00000000,92,9.91666667,0.09730172,true,true,true,0
ALBL-275cbdad252f54c6748319f45ee0a8a3135340327f40dfd3f83e5b261bcad5df,Melo,source_artist_label_not_externally_identity_verified,35,24,83,50.88333333,83,28,28.00000000,28,22.88333333,0.44972159,true,true,true,0
ALBL-b016bec408a317e14b16b72e4f81347a4faeda059b8d7ad3b9314c074fa0195f,Mengzi,source_artist_label_not_externally_identity_verified,30,12,130,65.46666667,130,17,17.00000000,17,48.46666667,0.74032587,true,false,false,0
ALBL-ad0e4d83b1b91dd8dca2501c10a40db6acf0f405e34f11babd92198f6135a8f4,Mercy(lago),source_artist_label_not_externally_identity_verified,48,45,104,83.16666667,104,72,72.00000000,72,11.16666667,0.13426854,true,true,true,1
ALBL-84fcfdcf1ab20bc4908a76b2515756f6ec5f78984423e012859049c91ef1f807,NOTTIBO1,source_artist_label_not_externally_identity_verified,22,22,70,65.00000000,70,60,60.00000000,60,5.00000000,0.07692308,true,true,true,0
ALBL-410bedcb3af781aedd8b01993423c88b246553bed5edec02764821357bfb3ad5,Nasty Ray,source_artist_label_not_externally_identity_verified,8,8,40,37.50000000,40,35,35.00000000,35,2.50000000,0.06666667,true,true,true,0
ALBL-de2120b6e55092ce5c5aa011967ce8dcfffae11ffbb993f47bdf018134f00676,No Fear Family,source_artist_label_not_externally_identity_verified,38,36,121,114.16666667,121,108,108.00000000,108,6.16666667,0.05401460,true,true,true,1
ALBL-cc48b376ac63f6fea6880e5372265eef198782cb91bad0382c98db1d34af89df,Nxmad诺曼得,source_artist_label_not_externally_identity_verified,38,38,76,75.50000000,76,75,75.00000000,75,0.50000000,0.00662252,true,true,true,0
ALBL-78464572150eee2023d74408f5aee81cb00a15c8e6426eb88f5e34127d2695f6,OG Rolly,source_artist_label_not_externally_identity_verified,4,4,11,10.50000000,11,10,10.00000000,10,0.50000000,0.04761905,false,false,false,0
ALBL-f1d17edd22455d0bb54bc9f551890a1040c9af1b1f7c4e516f53bb4c5cd7ad5b,OG Three,source_artist_label_not_externally_identity_verified,47,45,130,127.00000000,130,124,124.00000000,124,3.00000000,0.02362205,true,true,true,1
ALBL-6333d5595ce07957878659758f2179f94c4e244fc91a624bad260e48824e6d0a,OWVRO老弟,source_artist_label_not_externally_identity_verified,30,26,72,66.66666667,72,62,62.00000000,62,4.66666667,0.07000000,true,true,true,1
ALBL-3ee93b4fbf1fe5935538066bfee5c8fc4d55b7308cfe1dbf78748e19528345f6,Over$ize,source_artist_label_not_externally_identity_verified,16,16,56,56.00000000,56,56,56.00000000,56,0.00000000,0.00000000,true,true,true,0
ALBL-9033c77c9bc50aacd1b2d8eb24227fe8142eb884573a498b41f5a89be7f0f5a3,PO8,source_artist_label_not_externally_identity_verified,41,39,104,100.50000000,104,97,97.00000000,97,3.50000000,0.03482587,true,true,true,0
ALBL-24ab2db65ff01b86f7df8f18130ad4db0b5a038f7c40263e75fb0b0dc7213232,Poorman,source_artist_label_not_externally_identity_verified,9,9,51,51.00000000,51,51,51.00000000,51,0.00000000,0.00000000,true,true,true,0
ALBL-2c4757a584ada65232fd4e1061bb867f3e2341823f769a11a3ad84438bfe03a6,ROB93,source_artist_label_not_externally_identity_verified,18,17,49,47.66666667,49,47,47.00000000,47,0.66666667,0.01398601,true,true,true,0
ALBL-684afcd741ce3fa6d145edabeaaa08c1ac47e5ba86fdc114798bd81786f5418b,Regi 陈彦希,source_artist_label_not_externally_identity_verified,24,16,86,60.33333333,86,35,35.00000000,35,25.33333333,0.41988950,true,true,true,0
ALBL-7e9a60002d7d27bc747175d30b340b7dc85f9fd3a264c05f42b5130737e9af57,Rich4ever,source_artist_label_not_externally_identity_verified,42,38,69,55.08333333,69,42,42.00000000,42,13.08333333,0.23751891,true,true,true,2
ALBL-758c40daaf5aa99c2bb61b302d6a7e854353d6b58df940ac091ecf62f863018c,S1,source_artist_label_not_externally_identity_verified,14,14,32,32.00000000,32,32,32.00000000,32,0.00000000,0.00000000,true,true,true,0
ALBL-449c15c13efcf3a854c22dfa004716e1293d43fb1853aea6c0bab03d10c4c10b,SASIOVERLXRD,source_artist_label_not_externally_identity_verified,46,41,88,66.16666667,88,50,50.00000000,50,16.16666667,0.24433249,true,true,true,0
ALBL-cf2f15a296686c84d839bd68c5e7f9f4aa3c7531a3115b6d11bb4422a06a2037,Sbazzo,source_artist_label_not_externally_identity_verified,32,31,107,105.50000000,107,104,104.00000000,104,1.50000000,0.01421801,true,true,true,2
ALBL-0261b0368c5af1b8ccdaeccbab00785624e008ac644429d8d84947f16a8e1246,Six City,source_artist_label_not_externally_identity_verified,9,9,62,62.00000000,62,62,62.00000000,62,0.00000000,0.00000000,true,true,true,0
ALBL-f75b9558accba50ebda66b2d27c344d90225071c8d35cfd052f22394332f3784,Sleepycat,source_artist_label_not_externally_identity_verified,8,4,24,9.63333333,24,7,7.00000000,7,2.63333333,0.27335640,false,false,false,0
ALBL-370cf8dec91c8c759d3d4eabfdc7f5c2fda07290e95e14f5731c2a18724159db,Surfosho,source_artist_label_not_externally_identity_verified,22,15,40,33.16666667,40,27,27.00000000,27,6.16666667,0.18592965,true,true,true,0
ALBL-1753897f8c66389b862ec914699598c03d64c509e330ce87a7421c9325a0ac9f,TOYOKI,source_artist_label_not_externally_identity_verified,48,38,59,49.50000000,59,43,43.00000000,43,6.50000000,0.13131313,true,true,true,1
ALBL-730db526bb6aef119e809f57491fada51b1dd05ed57fe3a824c9c6527ce61985,TShawn,source_artist_label_not_externally_identity_verified,11,10,33,23.00000000,33,18,18.00000000,18,5.00000000,0.21739130,true,false,false,0
ALBL-71fc091f8fa9a5349caa201a162fd2a9e7fac847ff925da52daae602b7456737,TY,source_artist_label_not_externally_identity_verified,48,31,105,72.30000000,105,52,52.00000000,52,20.30000000,0.28077455,true,true,true,0
ALBL-1c521aa5918a7c228d52dd39e33749ac1ed6902f61bfed0d6daaa3c3adfc4357,Tangoz,source_artist_label_not_externally_identity_verified,50,42,100,81.15000000,100,67,67.00000000,67,14.15000000,0.17436845,true,true,true,0
ALBL-ce1dbed42e4ffd01b17b35012dd06687b42c427b4423c451dd09eb33b4e346a1,Tizzy T,source_artist_label_not_externally_identity_verified,49,38,138,100.75000000,138,82,82.00000000,82,18.75000000,0.18610422,true,true,true,2
ALBL-337a808427728d2e0c2249e0faa147ac3321be011bafb08f0b9b3f29de1895a2,Toryondacloud,source_artist_label_not_externally_identity_verified,7,6,11,8.50000000,11,6,6.00000000,6,2.50000000,0.29411765,false,false,false,0
ALBL-4bf672cee028548391457cebd1f1182bb30950676ce9a542d313c175cc620d7b,Trouble X,source_artist_label_not_externally_identity_verified,1,1,1,1.00000000,1,1,1.00000000,1,0.00000000,0.00000000,false,false,false,0
ALBL-65f4c44000b0b3238b828e0cf5c3707b1e174d6799866358fb0a3a8f41ea30c0,Turbo嗣尧,source_artist_label_not_externally_identity_verified,32,23,128,105.83333333,128,84,84.00000000,84,21.83333333,0.20629921,true,true,true,3
ALBL-36142f7c7512775b0003e10735d3704a243836ce608ddce5ec55d2a9d3b46add,V.O.B.,source_artist_label_not_externally_identity_verified,29,20,90,60.16666667,90,37,37.00000000,37,23.16666667,0.38504155,true,true,true,0
ALBL-6470d1206d77a5344903490c8022085d5434995cb18f11140acf297a51a4c0f7,Vava,source_artist_label_not_externally_identity_verified,46,36,187,128.06666667,187,89,89.00000000,89,39.06666667,0.30504945,true,true,true,1
ALBL-fddf535e5b713884564473e370696e9d3ff93e4f56e8f974e38c66f522386646,Wya乌鸦,source_artist_label_not_externally_identity_verified,43,40,138,128.33333333,138,120,120.00000000,120,8.33333333,0.06493506,true,true,true,1
ALBL-6e584511c3d847a8b7353a50064bbcc569da3e403933cbb51e8a88e2c4fc8f77,YOUNG,source_artist_label_not_externally_identity_verified,43,27,215,142.08333333,215,86,86.00000000,86,56.08333333,0.39472141,true,true,true,0
ALBL-c1f982b8eb04ff36009623f8516bf6573401da3cbf9ce3a7080b5c95fe25a794,YOUNGLEGO,source_artist_label_not_externally_identity_verified,27,27,44,43.50000000,44,43,43.00000000,43,0.50000000,0.01149425,true,true,true,0
ALBL-ec1a6a5ce2ff06a97a913a555309205d1ec638937f61e263acda0f10b28e85aa,YoungChigga,source_artist_label_not_externally_identity_verified,48,48,157,148.83333333,157,142,142.00000000,142,6.83333333,0.04591265,true,true,true,1
ALBL-674cdf7bedf87c3a984532f3b6d1e7baeeab9de3979127e45718e65f125c5971,YuGo,source_artist_label_not_externally_identity_verified,36,34,80,71.33333333,80,63,63.00000000,63,8.33333333,0.11682243,true,true,true,2
ALBL-0b85ce543a1bd0918047e0b04b3122ff8c8ac71a59f415e4b7185b7267f32139,jinjibewater,source_artist_label_not_externally_identity_verified,45,40,161,117.16666667,160,80,79.00000000,79,38.16666667,0.32574680,true,true,true,0
ALBL-3aea2c0801f6f0a6142d4a1b36a638bf2b641a219dfd7ac90ea19346b4e1c1ea,ljz329,source_artist_label_not_externally_identity_verified,25,15,51,35.33333333,51,22,22.00000000,22,13.33333333,0.37735849,true,true,true,0
ALBL-7623ac04cbb961b36d61bf66b703c428420edf9b13d991e454601fa6c6d792ce,neverkilltheape,source_artist_label_not_externally_identity_verified,22,20,55,51.33333333,55,48,48.00000000,48,3.33333333,0.06493506,true,true,true,0
ALBL-696c842e3ed9a1f7ab0284130f1a3ca48afd3efbd581178c263a594bd6158db6,southsidesamurai,source_artist_label_not_externally_identity_verified,14,14,32,29.16666667,32,27,27.00000000,27,2.16666667,0.07428571,true,true,true,0
ALBL-58b4f98bab37d9f291c25b06ba57304d2b1c689dcc25c63e4ff642ab5584d304,thomeboydontkill,source_artist_label_not_externally_identity_verified,45,27,89,59.66666667,89,36,36.00000000,36,23.66666667,0.39664804,true,true,true,0
ALBL-19be539ea558fbcef5a22605c16c9872520ccad409f3e1624e7105b28a7760cb,zhazha,source_artist_label_not_externally_identity_verified,11,8,38,32.50000000,38,27,27.00000000,27,5.50000000,0.16923077,true,true,true,0
ALBL-ca2b6cdd989d353884af9a3241fc6c87697b13c2c01bf21c75a59f16b96fd465,丁飞,source_artist_label_not_externally_identity_verified,3,3,5,5.00000000,5,5,5.00000000,5,0.00000000,0.00000000,false,false,false,0
ALBL-f5c838e8479f7115b41dccc8470f0a7bf4f9af29972a3900d66118cbac0f88b3,万赛文,source_artist_label_not_externally_identity_verified,26,18,49,42.41666667,49,39,39.00000000,39,3.41666667,0.08055010,true,true,true,0
ALBL-9d390795617660745271f543e07d046a1559f59554e1df74ef4dc93d904042f3,上官承诺,source_artist_label_not_externally_identity_verified,20,18,63,58.00000000,63,54,54.00000000,54,4.00000000,0.06896552,true,true,true,0
ALBL-1a992211d5b1262263ca23d60bf8d7103e1eba254b60f9e0e0a05617ae61dc4f,丸,source_artist_label_not_externally_identity_verified,23,22,32,31.00000000,32,30,30.00000000,30,1.00000000,0.03225806,true,true,true,0
ALBL-b54a07b05128f5872fa2d2cafea41ad88da5df11665216730e41d3f0d57f30ff,乃万,source_artist_label_not_externally_identity_verified,47,43,172,159.20000000,172,148,148.00000000,148,11.20000000,0.07035176,true,true,true,3
ALBL-b9e828d3b8ca5e579e7b8a6233cf2f87100a9347b43e19953a76ef2513129a7e,九块钱,source_artist_label_not_externally_identity_verified,21,21,78,78.00000000,78,78,78.00000000,78,0.00000000,0.00000000,true,true,true,0
ALBL-e7551c13e3149ba9eb50191c14f8873b88d3513a8faa010ad55609a1cbfa16ee,九维,source_artist_label_not_externally_identity_verified,10,8,11,8.50000000,11,7,7.00000000,7,1.50000000,0.17647059,false,false,false,0
ALBL-2d4d65583cb6f776c7555a730920d6b02db85273674620dcc7c501e2ec79fd8b,书生,source_artist_label_not_externally_identity_verified,8,5,26,15.00000000,26,4,4.00000000,4,11.00000000,0.73333333,false,false,false,0
ALBL-d1abbeb24468a2dd24a3cb99187f306713072a342dd425101cd284e3dcb4bc01,乱战们,source_artist_label_not_externally_identity_verified,1,1,6,6.00000000,6,6,6.00000000,6,0.00000000,0.00000000,false,false,false,0
ALBL-7f3967d3975472e31ce4362dd92a45b49955b2ff273e500482ac5b4118c331c8,二狗子,source_artist_label_not_externally_identity_verified,22,22,155,153.66666667,155,153,153.00000000,153,0.66666667,0.00433839,true,true,true,1
ALBL-9d041dfe49b31971ca7df1440a31023002ef9bfc53778672e8ebebf429a0563a,于漂 eZ Yang Fizz,source_artist_label_not_externally_identity_verified,23,23,37,35.00000000,37,34,34.00000000,34,1.00000000,0.02857143,true,true,true,0
ALBL-2f8b2ec6bcd75a5e76215bbd5e2e95d25bed68c81acf7ea38f86e111ac5ced35,傲傲,source_artist_label_not_externally_identity_verified,44,41,110,104.16666667,109,101,100.00000000,100,4.16666667,0.04000000,true,true,true,2
ALBL-b05b2ef6bdc95c06ba891db690f7d2bd4fbc6bc9b317302a948bc3323352ed89,光光 (MC),source_artist_label_not_externally_identity_verified,45,33,136,96.25000000,136,69,69.00000000,69,27.25000000,0.28311688,true,true,true,2
ALBL-9058dcff6afd9940ff9cce807bf7bc883fe6f6d183c5e0958cba710bfa814a13,八口8uck,source_artist_label_not_externally_identity_verified,34,34,83,82.50000000,83,82,82.00000000,82,0.50000000,0.00606061,true,true,true,0
ALBL-1347d8cb47ac4267756940fe68d3c6c4fc79c584d4f4a8b7761c7981696c39c2,冲天小火煎,source_artist_label_not_externally_identity_verified,20,19,46,43.00000000,46,40,40.00000000,40,3.00000000,0.06976744,true,true,true,0
ALBL-314c2bafd9ac4593acb1cd858e97edf4ad5631f78cb356ce14019e732aa2ae48,刀脚,source_artist_label_not_externally_identity_verified,42,31,114,85.00000000,114,62,62.00000000,62,23.00000000,0.27058824,true,true,true,0
ALBL-0e0e8e661f2739ca41959d3626f404f85140a2cbdc6d8ed229931879550ab46e,刘柄鑫,source_artist_label_not_externally_identity_verified,37,30,122,103.67857143,122,96,96.00000000,96,7.67857143,0.07406132,true,true,true,4
ALBL-5fd79266de1ca82a6a701b7b65788f6a770a569318a1351825159d92cf867337,刘聪 (Key.L),source_artist_label_not_externally_identity_verified,49,39,189,157.35000000,189,132,132.00000000,132,25.35000000,0.16110582,true,true,true,1
ALBL-9b613de436fe8c5d5f656a17086440bfd0951848ec313d090cdaa5d763f706b6,功夫胖,source_artist_label_not_externally_identity_verified,49,32,124,93.93333333,124,72,72.00000000,72,21.93333333,0.23349894,true,true,true,0
ALBL-d5c64a06881af57c8b3bbebdc3498ac503532aca055565c510801f2c4b3c1178,卢慈航,source_artist_label_not_externally_identity_verified,28,28,81,81.00000000,81,81,81.00000000,81,0.00000000,0.00000000,true,true,true,0
ALBL-255b39be5ec120d92543e4e21dc87011282877c2b9e48c00579662e497eb22d4,吴晨阳,source_artist_label_not_externally_identity_verified,13,13,32,32.00000000,32,32,32.00000000,32,0.00000000,0.00000000,true,true,true,0
ALBL-f7d16738e8a0e28cd1e8432bc528a43c0b30e4480724c7c5ec7308ebd620c3bc,吾人莲花,source_artist_label_not_externally_identity_verified,9,8,29,28.50000000,29,28,28.00000000,28,0.50000000,0.01754386,true,true,true,0
ALBL-cccdb653670a48994ebdcb438849469516c1dce56b03656b2018d90c9d7b2309,呆宝静,source_artist_label_not_externally_identity_verified,24,24,101,88.00000000,101,75,75.00000000,75,13.00000000,0.14772727,true,true,true,2
ALBL-65623a3761039229d202075602fbe3c5e5d8b7210fc23d540c0989b637c636ea,周士爵,source_artist_label_not_externally_identity_verified,20,12,26,17.00000000,26,8,8.00000000,8,9.00000000,0.52941176,false,false,false,0
