artist_label_id,source_artist_label,label_attribution_status,external_identity_verified,graph_display_status
ALBL-69e09ca6ec075c702c80bc29a4f0403c9282b9293273e8873970444db978c065,滇声气,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-377b054a1f71b14c70428b5910256bbb843ebcec24665eff55383c467e7c9df7,满舒克,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-f82592dd2f2843d995b82060d966ef0133424aae05676b853f6742afe8e0a878,热狗,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-dc8f1d73d2a7e7197ef9aa9abc2f54ad1c65f8c859a130403d44a3acdcbdb9a7,熊猫涂杰,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-cd62211172109255e518aac9c918feef626c1ec8599caa975e444bfce28c7e28,爆音Boom,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-3ff74c075ec5c2e5728f2ff0bfb20cf17699329068612d45293b05554df57030,爽子,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-05027a559ca8274e1af58649dead83910cf96e6bbae590d148a5efe5010ede07,王以太,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-05fe1effba76833f120b714fd0141df46b7970d83c822c8a91201585ff6bb5ea,王嘉尔,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-2cd7183a0cf674ea30188d5d0032a7ba17c2775bd7ee862325f9ed98d3d5ee1f,王晨宇IceCraz,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-f13232ac4d20a03d1895a207e1d242b71a0fff71fc387a2dce2728146c4583ea,王齐铭,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-73c8a1a36223a670dc4911fa645f78397410791c1681cf627e1903abaceeedf8,班比 Bambii,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-3f8544460dad7df697f7b1dfe3ceb76f8ee9fee329dff53487a2ff31ae594765,直火帮,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-0828f126ccf0c88bdf414c410611374063d1ab6c756389b0c253efbbab6dcd4d,福克斯,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-1f58a6ffe8bece560a2d7cd3f95b1c5fedac73381c77a301c279e6c79036b7f0,离合,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-4643ced8fed4e5f7ffe92d53e345a6e445386087a66e90051378e206de8a183f,秃子,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-7ad638af3a35b7d111f62ea5b56a127ec4dbcf5cd86cc213bda8cd999a257ec9,笑男孩,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-f5b44700d88df27400bbc80123221c3d4510d850e6f6494eb136693cd655b7fa,红手指,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-1966ab7fbcd7e029e5d23d46e16dd169141761a81c9ccb7ad58233a524454fd5,红狼,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-792d55b0a19edfc124c50aba34e23dc8797d058ad9d19feb36f247dd21034d18,罗言,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-17a705471f9603aa36a32eccd5a72e57b03ee08200a8ee9b075466924284be0d,義胜合,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-5588dea76589911df854bcd8ae85996bb26f89521d661f3f591f4f339057cd55,老黑Black J,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-a969c82d8811c619b763ab618ec5363279fb26d32c93efeed133750060e06d93,胡彦斌 TIGER HU,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-91e7e3cdbb244167ab7bd584a228ec96d1798f373702980135847af0b640afa5,艾热 AIR,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-e36a821d097c02334c1e15e0e35e40107b21fac23a4c1d89fe9b45f1030533c5,艾福杰尼,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-30f7e60627845f9d0fd4aec317723f5156cbb07ff715a9b98385f64c558bd2fa,花生,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-1f2d952704844297ca47bfabadd402ae330b8fb2d6b5e9294874c18dde101b51,街球帝,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-f01c232566c50c600194af8656475231127091412b8ac4819d979c7595e78db3,西奥,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-b47259c0f8ec7dc8b05a94acb2921670b00d27d9b8e2b94848653ffd4aa9c890,西米,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-86f2676f14b31cf1662e6897c8fe7206deec824ea3e37309f29c8977df988967,许恒PDG,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-e40ca6e7685b01b18b567faf579406988813bbc01e8d2aad140f8c9ed0986691,说唱东百人,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-b8a81d5882dab810d4dd664ff0c4a3e42ed9210e093bf09047883c9c87030795,诺米么Lodmemo,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-c8b292a6fd797d5864b6f98a4ca3145941af864722740d9be02e52bb5e4d4d14,谢帝,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-8762d7f1c2a9a49588236a65e5651a3f2423b45ea022677de41afa8f2be2eacd,赣斯特,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-89fcef5d9b763073e8b54afa5ed7fe58f06329b1fc1223fea93047e30703f75a,赵山河,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-d13fe9410299857cfceb924ed5d382cb03b8828be0d06b68c0ed1aae716ebc34,辉子,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-b2a691a1a1df18c00b161abfd5f160861921f76fd419e4a473cba62f11a6bdc2,辛巴,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-624809a8c6f31530a20bced12f8eeb4a5292640bdb87ef4a277476da24a07d28,连麻Swimming,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-c8913c29ed1bccc83766366e0c593a46aecfcfec350af2ca425ad6fa27b75a61,邓典果,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-e85609f71a45bee71a1f0d38eca2780c52910c2125d64d1cc060c4aa63cb4114,那吾克热-NW,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-cc5e5e267a45098cd771ea82a20f2b570a5743d6a5716f053f5cb1a8135557ea,那奇沃夫,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-37f6eb87430a0b1d7a66bf0a89dab1ed85cf84803d73bee23b3b94e50f1a71be,金熙宇,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-50741b2ec0bf3af4af14534601eb2b25106535e1be6e7fa756e6062fa54090e3,金蛇 traphouse,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-37921b9bba417bf8b476a2b8eede50bf8d437c4a5c88e570fc34788c27637b0f,阿之,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-794d5a373c990e135a5ac3527a23c5c8c9431cb100be6cc02eaab0e303e3160e,阿斯巴田,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-bfd7ad7c97808d56342bd0a84bb1be7d9d1b4a221d6d2ad0b5e3f2c5c8605a17,阿水YoungBJ,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-cac4dfe45e2a4ea3c8992080944a6e0c1092bbfea9b5a129b6b007d76b168d38,阿童木,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-0a1a532fbfe9b4e01ba4d08dc1af1a73c305efb613a891a1b1339cbc2ef41bdc,隐藏,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-e9a4c85e9728ea650fe95413c3e3e10896819996b77097c55e8b48164ad00e35,雲道,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-1977978993b2949e4425ba3d1e00a27af4ff44e6123be893f0fff6439f76e7e3,雾都 (Wudu Montana),source_artist_label_not_externally_identity_verified,false,eligible
ALBL-4e54a62a05d1f56400be3f0236c912c2ff664b8c6dde57740d356b3d7321a4f4,顾帅,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-b97bd56b9ca53434dfd6bfe48b6585fffd4ce36eddfbe206e6c90faf56a9d6cd,饺子,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-a93087c6798ab7596000fae7b23bb99f5528ef60d41242c5914dcb12836422cf,马思唯,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-b52c78dfa2a2ff2d7ec488f577f8ebda42544eb7934fe0ac89eec2a1cc4ccb67,鹤无双,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-2c0d33cebcdf6b69c4dbde5486faeab809292ba09e1c547ffa0bffdbf69312ac,鹿奇,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-f6c453a4cec050452655cd7fefbae80257efb4583635d09d28721f006bc73813,黄旭,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-3e8052851c5f2da0234ba405219252f0ffdf30904c8807e3dfdbe6d44d5b2ade,黄昭,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-fc1f2ec2c82b8b22520e5ac8cc630a187b2c07d1ddca23ce6a44d4e62cf03c47,黄景行,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-536fee976284475bffdb1a2ac7b7624e6dafda955551174ab0576d10f2aa283b,黑眼圈,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-c59769af69edb396aee71a6ad277e7792d6a84c4d990757bf20412b33c8b7e24,黑螺丝,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-7ba722009dee968fea666826254e4d7047ee83b9c2b6439061df005b6dfa14bf,黑麦,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-ecfef7f6f92be0e12b16b1883492c5074fcebcc87b380e577cea3d43f25ef6df,默示船政,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-c848d6a211291771f93cf108b05b8dc3f7b8fa0a009a6e63609a8b46233e27a4,龙井说唱 孙旭,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-e60d314b51617b1122c7504e84f6cb188d601755a9f3ed2bf60c18533f42c483,龙井说唱 孙骁,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-bc07eee818d2ef0c38ff7a0b3028cab50ff3f1609ec9a21979291bf20570bfd7,龙井说唱益晗,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-cec5217a1ba6f2e262da20bd31748b0bc5f4f0dcc7dbf9542cd8d69ed4719a82,龙泽宇,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-9756ee2b51bd71de0c83766a970f3e1a415810f7477491fbcac8582eb4cb2b32,龙胆紫,source_artist_label_not_externally_identity_verified,false,eligible
