artist_label_id,source_artist_label,label_attribution_status,external_identity_verified,graph_display_status
ALBL-684afcd741ce3fa6d145edabeaaa08c1ac47e5ba86fdc114798bd81786f5418b,Regi 陈彦希,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-7e9a60002d7d27bc747175d30b340b7dc85f9fd3a264c05f42b5130737e9af57,Rich4ever,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-758c40daaf5aa99c2bb61b302d6a7e854353d6b58df940ac091ecf62f863018c,S1,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-449c15c13efcf3a854c22dfa004716e1293d43fb1853aea6c0bab03d10c4c10b,SASIOVERLXRD,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-cf2f15a296686c84d839bd68c5e7f9f4aa3c7531a3115b6d11bb4422a06a2037,Sbazzo,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-0261b0368c5af1b8ccdaeccbab00785624e008ac644429d8d84947f16a8e1246,Six City,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-f75b9558accba50ebda66b2d27c344d90225071c8d35cfd052f22394332f3784,Sleepycat,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-370cf8dec91c8c759d3d4eabfdc7f5c2fda07290e95e14f5731c2a18724159db,Surfosho,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-1753897f8c66389b862ec914699598c03d64c509e330ce87a7421c9325a0ac9f,TOYOKI,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-730db526bb6aef119e809f57491fada51b1dd05ed57fe3a824c9c6527ce61985,TShawn,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
ALBL-71fc091f8fa9a5349caa201a162fd2a9e7fac847ff925da52daae602b7456737,TY,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-1c521aa5918a7c228d52dd39e33749ac1ed6902f61bfed0d6daaa3c3adfc4357,Tangoz,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-ce1dbed42e4ffd01b17b35012dd06687b42c427b4423c451dd09eb33b4e346a1,Tizzy T,source_artist_label_not_externally_identity_verified,false,eligible
ALBL-337a808427728d2e0c2249e0faa147ac3321be011bafb08f0b9b3f29de1895a2,Toryondacloud,source_artist_label_not_externally_identity_verified,false,support_below_protocol_threshold
