model,artist_label_id,candidate_event_count_before_leakage_filter,leakage_excluded_event_count,leakage_safe_event_count,predicted_event_count,end_to_end_event_coverage,metric_status,top1_accuracy,top3_accuracy,top5_accuracy,mrr
flat_sgd_logistic_context,ljz329,127,0,127,127,1.0,reported,0.637795,0.677165,0.779528,0.702692
flat_sgd_logistic_context,neverkilltheape,40,0,40,40,1.0,reported,0.65,0.775,0.775,0.731815
flat_sgd_logistic_context,southsidesamurai,121,0,121,121,1.0,reported,0.46281,0.702479,0.785124,0.615238
flat_sgd_logistic_context,thomeboydontkill,428,5,423,423,0.9883177570093458,reported,0.491726,0.659574,0.730496,0.610048
flat_sgd_logistic_context,zhazha,47,0,47,47,1.0,reported,0.574468,0.765957,0.787234,0.681517
flat_sgd_logistic_context,万赛文,174,4,170,170,0.9770114942528736,reported,0.5,0.658824,0.729412,0.610794
flat_sgd_logistic_context,上官承诺,108,1,107,107,0.9907407407407407,reported,0.46729,0.64486,0.794393,0.610482
flat_sgd_logistic_context,丸,160,25,135,135,0.84375,reported,0.37037,0.614815,0.777778,0.546636
flat_sgd_logistic_context,乃万,320,8,312,312,0.975,reported,0.423077,0.708333,0.788462,0.587104
flat_sgd_logistic_context,九块钱,154,8,146,146,0.948051948051948,reported,0.5,0.726027,0.808219,0.637459
flat_sgd_logistic_context,九维,127,3,124,124,0.9763779527559056,reported,0.41129,0.645161,0.733871,0.569598
flat_sgd_logistic_context,书生,50,0,50,50,1.0,reported,0.36,0.66,0.8,0.56404
flat_sgd_logistic_context,二狗子,104,0,104,104,1.0,reported,0.75,0.855769,0.903846,0.815739
flat_sgd_logistic_context,于漂 eZ Yang Fizz,175,2,173,173,0.9885714285714285,reported,0.34104,0.618497,0.699422,0.51167
flat_sgd_logistic_context,傲傲,246,18,228,228,0.926829268292683,reported,0.52193,0.675439,0.758772,0.633416
flat_sgd_logistic_context,光光 (MC),342,0,342,342,1.0,reported,0.5,0.660819,0.766082,0.620809
flat_sgd_logistic_context,八口8uck,137,3,134,134,0.9781021897810219,reported,0.529851,0.768657,0.813433,0.669468
flat_sgd_logistic_context,冲天小火煎,103,2,101,101,0.9805825242718447,reported,0.366337,0.554455,0.70297,0.522305
flat_sgd_logistic_context,刀脚,222,0,222,222,1.0,reported,0.603604,0.774775,0.81982,0.710747
flat_sgd_logistic_context,刘柄鑫,372,1,371,371,0.9973118279569892,reported,0.522911,0.690027,0.778976,0.640679
flat_sgd_logistic_context,刘聪 (Key.L),309,22,287,287,0.9288025889967637,reported,0.547038,0.745645,0.8223,0.668185
flat_sgd_logistic_context,功夫胖,321,0,321,321,1.0,reported,0.514019,0.741433,0.800623,0.654099
flat_sgd_logistic_context,卢慈航,228,4,224,224,0.9824561403508771,reported,0.46875,0.638393,0.723214,0.584778
flat_sgd_logistic_context,吴晨阳,37,0,37,37,1.0,reported,0.135135,0.405405,0.621622,0.323572
flat_sgd_logistic_context,吾人莲花,106,1,105,105,0.9905660377358491,reported,0.590476,0.761905,0.838095,0.696104
flat_sgd_logistic_context,呆宝静,178,1,177,177,0.9943820224719101,reported,0.440678,0.661017,0.80226,0.595384
flat_sgd_logistic_context,周士爵,985,35,950,950,0.9644670050761421,reported,0.452632,0.652632,0.731579,0.587144
flat_sgd_logistic_context,国蛋,340,46,294,294,0.8647058823529412,reported,0.387755,0.639456,0.710884,0.54954
flat_sgd_logistic_context,土人儿,129,2,127,127,0.9844961240310077,reported,0.582677,0.779528,0.826772,0.699252
flat_sgd_logistic_context,坚强的小黄瓜,354,1,353,353,0.9971751412429378,reported,0.620397,0.756374,0.827195,0.713571
flat_sgd_logistic_context,多雷 Swang,391,53,338,338,0.8644501278772379,reported,0.467456,0.674556,0.769231,0.609757
flat_sgd_logistic_context,大D,282,10,272,272,0.9645390070921985,reported,0.536765,0.753676,0.849265,0.669874
flat_sgd_logistic_context,大傻 (Damnshine),357,8,349,349,0.9775910364145658,reported,0.610315,0.702006,0.796562,0.692337
flat_sgd_logistic_context,大狗,275,86,189,189,0.6872727272727273,reported,0.587302,0.767196,0.846561,0.701645
flat_sgd_logistic_context,大笑,201,0,201,201,1.0,reported,0.517413,0.701493,0.771144,0.639858
flat_sgd_logistic_context,天府事变CDREV,94,0,94,94,1.0,reported,0.297872,0.595745,0.691489,0.492799
flat_sgd_logistic_context,姜云升,421,14,407,407,0.9667458432304038,reported,0.407862,0.687961,0.796069,0.571413
flat_sgd_logistic_context,嫩桃弟弟,72,0,72,72,1.0,reported,0.777778,0.916667,0.930556,0.848885
flat_sgd_logistic_context,孔令奇,137,0,137,137,1.0,reported,0.532847,0.70073,0.79562,0.640673
flat_sgd_logistic_context,孙八一,295,49,246,246,0.8338983050847457,reported,0.597561,0.711382,0.768293,0.680984
flat_sgd_logistic_context,孤矢,268,26,242,242,0.9029850746268657,reported,0.504132,0.702479,0.764463,0.627252
flat_sgd_logistic_context,孩子王jake,26,0,26,26,1.0,reported,0.346154,0.615385,0.692308,0.512089
flat_sgd_logistic_context,宝石老舅,260,4,256,256,0.9846153846153847,reported,0.625,0.835938,0.890625,0.745984
flat_sgd_logistic_context,小老虎,501,81,420,420,0.8383233532934131,reported,0.464286,0.647619,0.735714,0.595129
flat_sgd_logistic_context,小酷coola,197,0,197,197,1.0,reported,0.441624,0.685279,0.781726,0.600389
flat_sgd_logistic_context,小青龙,152,0,152,152,1.0,reported,0.618421,0.75,0.828947,0.711956
flat_sgd_logistic_context,小鸭哥,346,2,344,344,0.9942196531791907,reported,0.546512,0.723837,0.802326,0.662546
flat_sgd_logistic_context,廖效浓,117,0,117,117,1.0,reported,0.504274,0.615385,0.769231,0.611677
flat_sgd_logistic_context,张千,234,4,230,230,0.9829059829059829,reported,0.682609,0.826087,0.873913,0.774555
flat_sgd_logistic_context,张大炮,390,8,382,382,0.9794871794871794,reported,0.513089,0.67801,0.751309,0.628988
flat_sgd_logistic_context,张愚歌,157,0,157,157,1.0,reported,0.477707,0.656051,0.732484,0.595385
flat_sgd_logistic_context,张昊,185,0,185,185,1.0,reported,0.383784,0.686486,0.735135,0.563668
flat_sgd_logistic_context,张雪飞,361,8,353,353,0.9778393351800554,reported,0.518414,0.72238,0.807365,0.648333
flat_sgd_logistic_context,张颜齐,238,7,231,231,0.9705882352941176,reported,0.554113,0.709957,0.796537,0.666186
flat_sgd_logistic_context,弹壳,92,0,92,92,1.0,reported,0.576087,0.771739,0.847826,0.701392
flat_sgd_logistic_context,徐真真,286,2,284,284,0.993006993006993,reported,0.461268,0.693662,0.785211,0.60385
flat_sgd_logistic_context,恶童,258,2,256,256,0.9922480620155039,reported,0.527344,0.703125,0.785156,0.642979
flat_sgd_logistic_context,揽佬,133,5,128,128,0.9624060150375939,reported,0.4375,0.578125,0.664062,0.553247
flat_sgd_logistic_context,斯威特,475,4,471,471,0.991578947368421,reported,0.509554,0.70913,0.800425,0.639298
flat_sgd_logistic_context,新街口组合,292,56,236,236,0.8082191780821918,reported,0.402542,0.673729,0.758475,0.571488
flat_sgd_logistic_context,方仔,219,2,217,217,0.9908675799086758,reported,0.488479,0.677419,0.769585,0.61861
flat_sgd_logistic_context,是Triple M,86,0,86,86,1.0,reported,0.348837,0.581395,0.709302,0.50676
flat_sgd_logistic_context,望江晴,109,1,108,108,0.9908256880733946,reported,0.37963,0.564815,0.675926,0.525597
flat_sgd_logistic_context,木秦,295,2,293,293,0.9932203389830508,reported,0.488055,0.716724,0.791809,0.629358
flat_sgd_logistic_context,杀手耗,267,3,264,264,0.9887640449438202,reported,0.5,0.746212,0.806818,0.651737
flat_sgd_logistic_context,李佳隆,298,10,288,288,0.9664429530201343,reported,0.402778,0.659722,0.774306,0.569324
flat_sgd_logistic_context,李大奔BENZO,206,2,204,204,0.9902912621359223,reported,0.460784,0.72549,0.833333,0.622026
flat_sgd_logistic_context,李尔新,399,5,394,394,0.9874686716791979,reported,0.418782,0.606599,0.71066,0.553742
flat_sgd_logistic_context,杨和苏KeyNG,654,72,582,582,0.8899082568807339,reported,0.415808,0.685567,0.781787,0.581235
flat_sgd_logistic_context,杨布拉德,274,2,272,272,0.9927007299270073,reported,0.602941,0.779412,0.863971,0.717491
flat_sgd_logistic_context,梁维嘉,658,10,648,648,0.9848024316109423,reported,0.54321,0.686728,0.773148,0.650951
flat_sgd_logistic_context,梁老师Tsong,203,57,146,146,0.7192118226600985,reported,0.452055,0.671233,0.787671,0.592968
flat_sgd_logistic_context,正义感,258,7,251,251,0.9728682170542635,reported,0.52988,0.76494,0.864542,0.672333
flat_sgd_logistic_context,武生,140,0,140,140,1.0,reported,0.564286,0.835714,0.95,0.71612
flat_sgd_logistic_context,江旻勋,62,0,62,62,1.0,reported,0.451613,0.629032,0.725806,0.578604
flat_sgd_logistic_context,河南说唱之神,283,6,277,277,0.9787985865724381,reported,0.509025,0.696751,0.808664,0.641487
flat_sgd_logistic_context,法老,671,146,525,525,0.7824143070044709,reported,0.48381,0.71619,0.779048,0.625086
flat_sgd_logistic_context,泰格西,135,1,134,134,0.9925925925925926,reported,0.574627,0.723881,0.80597,0.67945
flat_sgd_logistic_context,派克特,507,32,475,475,0.9368836291913215,reported,0.364211,0.631579,0.72,0.531028
flat_sgd_logistic_context,滇声气,346,4,342,342,0.9884393063583815,reported,0.432749,0.619883,0.71345,0.568413
flat_sgd_logistic_context,满舒克,433,47,386,386,0.8914549653579676,reported,0.559585,0.766839,0.84456,0.686094
flat_sgd_logistic_context,热狗,278,12,266,266,0.9568345323741008,reported,0.383459,0.635338,0.691729,0.5401
flat_sgd_logistic_context,熊猫涂杰,360,4,356,356,0.9888888888888889,reported,0.573034,0.747191,0.803371,0.681713
flat_sgd_logistic_context,爆音Boom,174,1,173,173,0.9942528735632183,reported,0.554913,0.745665,0.809249,0.674453
flat_sgd_logistic_context,爽子,683,5,678,678,0.9926793557833089,reported,0.476401,0.678466,0.787611,0.61462
flat_sgd_logistic_context,王以太,328,8,320,320,0.975609756097561,reported,0.4875,0.775,0.859375,0.651025
flat_sgd_logistic_context,王嘉尔,27,0,27,27,1.0,reported,0.407407,0.740741,0.814815,0.593898
flat_sgd_logistic_context,王晨宇IceCraz,424,12,412,412,0.9716981132075472,reported,0.436893,0.643204,0.757282,0.581477
flat_sgd_logistic_context,王齐铭,319,0,319,319,1.0,reported,0.68652,0.786834,0.815047,0.757643
flat_sgd_logistic_context,班比 Bambii,253,4,249,249,0.9841897233201581,reported,0.39759,0.554217,0.682731,0.527742
flat_sgd_logistic_context,直火帮,380,9,371,371,0.9763157894736842,reported,0.587601,0.762803,0.795148,0.693663
flat_sgd_logistic_context,福克斯,397,8,389,389,0.9798488664987406,reported,0.526992,0.802057,0.848329,0.679532
flat_sgd_logistic_context,离合,106,3,103,103,0.9716981132075472,reported,0.631068,0.796117,0.825243,0.729731
flat_sgd_logistic_context,秃子,345,2,343,343,0.9942028985507246,reported,0.530612,0.693878,0.787172,0.647272
flat_sgd_logistic_context,笑男孩,144,0,144,144,1.0,reported,0.395833,0.534722,0.694444,0.527262
flat_sgd_logistic_context,红手指,55,1,54,54,0.9818181818181818,reported,0.462963,0.703704,0.777778,0.609252
flat_sgd_logistic_context,红狼,72,0,72,72,1.0,reported,0.430556,0.833333,0.916667,0.622391
flat_sgd_logistic_context,罗言,227,1,226,226,0.9955947136563876,reported,0.482301,0.650442,0.747788,0.60314
flat_sgd_logistic_context,義胜合,46,0,46,46,1.0,reported,0.326087,0.652174,0.76087,0.525915
flat_sgd_logistic_context,老黑Black J,47,0,47,47,1.0,reported,0.680851,0.787234,0.808511,0.751407
flat_sgd_logistic_context,胡彦斌 TIGER HU,168,2,166,166,0.9880952380952381,reported,0.771084,0.903614,0.909639,0.845638
flat_sgd_logistic_context,艾热 AIR,463,6,457,457,0.9870410367170627,reported,0.315098,0.630197,0.724289,0.504787
flat_sgd_logistic_context,艾福杰尼,347,22,325,325,0.9365994236311239,reported,0.56,0.738462,0.790769,0.672565
flat_sgd_logistic_context,花生,92,0,92,92,1.0,reported,0.467391,0.706522,0.793478,0.618563
flat_sgd_logistic_context,街球帝,39,0,39,39,1.0,reported,0.25641,0.435897,0.589744,0.41065
flat_sgd_logistic_context,西奥,250,6,244,244,0.976,reported,0.532787,0.709016,0.770492,0.647704
flat_sgd_logistic_context,西米,75,0,75,75,1.0,reported,0.466667,0.586667,0.786667,0.591174
flat_sgd_logistic_context,许恒PDG,49,0,49,49,1.0,reported,0.530612,0.693878,0.77551,0.643594
flat_sgd_logistic_context,说唱东百人,210,9,201,201,0.9571428571428572,reported,0.437811,0.681592,0.791045,0.599112
flat_sgd_logistic_context,诺米么Lodmemo,117,0,117,117,1.0,reported,0.401709,0.709402,0.769231,0.585175
flat_sgd_logistic_context,谢帝,331,0,331,331,1.0,reported,0.422961,0.679758,0.761329,0.583279
flat_sgd_logistic_context,赣斯特,40,0,40,40,1.0,reported,0.65,0.8,0.85,0.747376
flat_sgd_logistic_context,赵山河,327,2,325,325,0.9938837920489296,reported,0.569231,0.716923,0.778462,0.675626
flat_sgd_logistic_context,辉子,312,6,306,306,0.9807692307692307,reported,0.53268,0.673203,0.767974,0.637896
flat_sgd_logistic_context,辛巴,332,8,324,324,0.9759036144578314,reported,0.524691,0.756173,0.848765,0.670807
flat_sgd_logistic_context,连麻Swimming,359,29,330,330,0.9192200557103064,reported,0.463636,0.639394,0.751515,0.587838
flat_sgd_logistic_context,邓典果,384,3,381,381,0.9921875,reported,0.506562,0.708661,0.771654,0.633893
flat_sgd_logistic_context,那吾克热-NW,271,12,259,259,0.955719557195572,reported,0.498069,0.741313,0.857143,0.651767
flat_sgd_logistic_context,那奇沃夫,203,2,201,201,0.9901477832512315,reported,0.338308,0.626866,0.726368,0.519039
flat_sgd_logistic_context,金熙宇,156,0,156,156,1.0,reported,0.589744,0.775641,0.878205,0.708234
flat_sgd_logistic_context,金蛇 traphouse,727,3,724,724,0.9958734525447043,reported,0.493094,0.685083,0.76105,0.623286
flat_sgd_logistic_context,阿之,32,0,32,32,1.0,reported,0.34375,0.6875,0.8125,0.544395
flat_sgd_logistic_context,阿斯巴田,213,10,203,203,0.9530516431924883,reported,0.399015,0.783251,0.817734,0.603583
flat_sgd_logistic_context,阿水YoungBJ,304,2,302,302,0.993421052631579,reported,0.546358,0.745033,0.821192,0.671364
flat_sgd_logistic_context,阿童木,202,2,200,200,0.9900990099009901,reported,0.335,0.535,0.655,0.482051
flat_sgd_logistic_context,隐藏,18,1,17,17,0.9444444444444444,suppressed_below_20_events,,,,
flat_sgd_logistic_context,雲道,240,3,237,237,0.9875,reported,0.489451,0.704641,0.822785,0.637432
flat_sgd_logistic_context,雾都 (Wudu Montana),115,6,109,109,0.9478260869565217,reported,0.559633,0.66055,0.779817,0.66082
flat_sgd_logistic_context,顾帅,159,2,157,157,0.9874213836477987,reported,0.66242,0.770701,0.853503,0.74622
flat_sgd_logistic_context,饺子,319,9,310,310,0.9717868338557993,reported,0.577419,0.751613,0.825806,0.691426
flat_sgd_logistic_context,马思唯,298,2,296,296,0.9932885906040269,reported,0.591216,0.736486,0.790541,0.68757
flat_sgd_logistic_context,鹤无双,56,0,56,56,1.0,reported,0.464286,0.732143,0.767857,0.619928
flat_sgd_logistic_context,鹿奇,170,0,170,170,1.0,reported,0.605882,0.723529,0.794118,0.698186
flat_sgd_logistic_context,黄旭,474,46,428,428,0.9029535864978903,reported,0.39486,0.663551,0.740654,0.563638
flat_sgd_logistic_context,黄昭,145,0,145,145,1.0,reported,0.593103,0.77931,0.855172,0.707601
flat_sgd_logistic_context,黑螺丝,104,3,101,101,0.9711538461538461,reported,0.366337,0.732673,0.821782,0.573012
flat_sgd_logistic_context,黑麦,271,1,270,270,0.996309963099631,reported,0.411111,0.692593,0.792593,0.577987
flat_sgd_logistic_context,默示船政,506,13,493,493,0.974308300395257,reported,0.574037,0.73428,0.819473,0.685297
flat_sgd_logistic_context,龙井说唱 孙旭,250,0,250,250,1.0,reported,0.608,0.748,0.824,0.709952
flat_sgd_logistic_context,龙井说唱 孙骁,99,2,97,97,0.9797979797979798,reported,0.402062,0.690722,0.752577,0.56906
flat_sgd_logistic_context,龙井说唱益晗,32,0,32,32,1.0,reported,0.40625,0.75,0.8125,0.594866
flat_sgd_logistic_context,龙泽宇,189,5,184,184,0.9735449735449735,reported,0.505435,0.684783,0.771739,0.630831
flat_sgd_logistic_context,龙胆紫,117,1,116,116,0.9914529914529915,reported,0.362069,0.586207,0.681034,0.514385
hierarchical_sgd_context,141,34,0,34,34,1.0,reported,0.470588,0.705882,0.794118,0.613866
hierarchical_sgd_context,404 Rapper,170,2,168,168,0.9882352941176471,reported,0.565476,0.755952,0.833333,0.683319
hierarchical_sgd_context,APMOZART,151,2,149,149,0.9867549668874173,reported,0.456376,0.651007,0.731544,0.587124
hierarchical_sgd_context,AR,330,14,316,316,0.9575757575757575,reported,0.575949,0.718354,0.772152,0.676825
hierarchical_sgd_context,Ansr J,408,19,389,389,0.9534313725490197,reported,0.421594,0.676093,0.753213,0.578798
hierarchical_sgd_context,Athree,152,2,150,150,0.9868421052631579,reported,0.546667,0.693333,0.806667,0.663208
hierarchical_sgd_context,Ayo97,17,16,1,1,0.058823529411764705,suppressed_below_20_events,,,,
hierarchical_sgd_context,Blow Fever,87,0,87,87,1.0,reported,0.494253,0.735632,0.793103,0.622298
hierarchical_sgd_context,BossWang,89,0,89,89,1.0,reported,0.550562,0.752809,0.797753,0.672924
hierarchical_sgd_context,Bridge,268,6,262,262,0.9776119402985075,reported,0.389313,0.614504,0.687023,0.54066
hierarchical_sgd_context,Busta Z,325,1,324,324,0.9969230769230769,reported,0.555556,0.691358,0.79321,0.65709
hierarchical_sgd_context,C-Block,281,0,281,281,1.0,reported,0.508897,0.736655,0.839858,0.646158
hierarchical_sgd_context,C-Low,170,6,164,164,0.9647058823529412,reported,0.439024,0.621951,0.70122,0.569494
hierarchical_sgd_context,CJ BAda$$ (希介),267,0,267,267,1.0,reported,0.59176,0.812734,0.876404,0.720312
hierarchical_sgd_context,Capper,185,3,182,182,0.9837837837837838,reported,0.532967,0.697802,0.78022,0.650408
hierarchical_sgd_context,Cayden,92,0,92,92,1.0,reported,0.326087,0.48913,0.619565,0.459801
hierarchical_sgd_context,Cream D,65,3,62,62,0.9538461538461539,reported,0.612903,0.774194,0.774194,0.715302
hierarchical_sgd_context,DBL.D,144,0,144,144,1.0,reported,0.479167,0.625,0.722222,0.592271
hierarchical_sgd_context,Dirty Twinz,264,4,260,260,0.9848484848484849,reported,0.576923,0.769231,0.819231,0.694605
hierarchical_sgd_context,FAC-D12,302,0,302,302,1.0,reported,0.536424,0.735099,0.81457,0.660422
hierarchical_sgd_context,G Sauce,145,0,145,145,1.0,reported,0.696552,0.834483,0.868966,0.778624
hierarchical_sgd_context,GAI,444,38,406,406,0.9144144144144144,reported,0.472906,0.669951,0.76601,0.61094
hierarchical_sgd_context,GALI,368,37,331,331,0.8994565217391305,reported,0.332326,0.589124,0.716012,0.510431
hierarchical_sgd_context,GNS耀耀,144,2,142,142,0.9861111111111112,reported,0.380282,0.577465,0.704225,0.525554
hierarchical_sgd_context,Ghost Crew,307,0,307,307,1.0,reported,0.482085,0.644951,0.736156,0.599194
hierarchical_sgd_context,Gm仙,197,0,197,197,1.0,reported,0.563452,0.695431,0.781726,0.66426
hierarchical_sgd_context,Green Soldier,50,0,50,50,1.0,reported,0.78,0.9,0.94,0.850024
hierarchical_sgd_context,HAS,240,4,236,236,0.9833333333333333,reported,0.627119,0.728814,0.822034,0.712286
hierarchical_sgd_context,Higher Brothers,140,3,137,137,0.9785714285714285,reported,0.481752,0.686131,0.80292,0.615503
hierarchical_sgd_context,Hotkey金朝,227,0,227,227,1.0,reported,0.378855,0.665198,0.779736,0.557829
hierarchical_sgd_context,ICE,250,1,249,249,0.996,reported,0.610442,0.75502,0.827309,0.711227
hierarchical_sgd_context,Ice Paper,406,2,404,404,0.9950738916256158,reported,0.569307,0.75495,0.829208,0.686164
hierarchical_sgd_context,JD,426,43,383,383,0.8990610328638498,reported,0.616188,0.78329,0.840731,0.71697
hierarchical_sgd_context,Jarstick,595,4,591,591,0.9932773109243698,reported,0.453469,0.675127,0.766497,0.600471
hierarchical_sgd_context,Jony J,416,2,414,414,0.9951923076923077,reported,0.562802,0.73913,0.816425,0.681504
hierarchical_sgd_context,KITO,85,1,84,84,0.9882352941176471,reported,0.642857,0.785714,0.857143,0.742669
hierarchical_sgd_context,KKLUV,176,30,146,146,0.8295454545454546,reported,0.39726,0.59589,0.732877,0.546035
hierarchical_sgd_context,Kandi 侃迪,474,4,470,470,0.9915611814345991,reported,0.504255,0.695745,0.782979,0.627409
hierarchical_sgd_context,Kc,494,7,487,487,0.9858299595141701,reported,0.560575,0.724846,0.796715,0.668077
hierarchical_sgd_context,Kigga,152,8,144,144,0.9473684210526315,reported,0.569444,0.784722,0.840278,0.697801
hierarchical_sgd_context,KnowKnow,192,0,192,192,1.0,reported,0.432292,0.682292,0.760417,0.591915
hierarchical_sgd_context,Korn,180,72,108,108,0.6,reported,0.425926,0.703704,0.768519,0.588643
hierarchical_sgd_context,Kzoo,167,13,154,154,0.9221556886227545,reported,0.590909,0.753247,0.798701,0.693394
hierarchical_sgd_context,Lil Milk,122,1,121,121,0.9918032786885246,reported,0.487603,0.644628,0.702479,0.593846
hierarchical_sgd_context,MULA SAKEE,298,1,297,297,0.9966442953020134,reported,0.511785,0.700337,0.781145,0.641107
hierarchical_sgd_context,Mac Overseas,361,1,360,360,0.997229916897507,reported,0.369444,0.591667,0.738889,0.529723
hierarchical_sgd_context,Max马俊,160,3,157,157,0.98125,reported,0.56051,0.719745,0.802548,0.670203
hierarchical_sgd_context,Melo,160,0,160,160,1.0,reported,0.51875,0.7,0.78125,0.635894
hierarchical_sgd_context,Mengzi,232,1,231,231,0.9956896551724138,reported,0.480519,0.65368,0.727273,0.604075
hierarchical_sgd_context,Mercy(lago),272,4,268,268,0.9852941176470589,reported,0.514925,0.686567,0.738806,0.632718
hierarchical_sgd_context,NOTTIBO1,204,3,201,201,0.9852941176470589,reported,0.452736,0.681592,0.771144,0.599919
hierarchical_sgd_context,Nasty Ray,213,70,143,143,0.6713615023474179,reported,0.538462,0.657343,0.72028,0.636634
hierarchical_sgd_context,No Fear Family,285,10,275,275,0.9649122807017544,reported,0.487273,0.734545,0.843636,0.644341
hierarchical_sgd_context,Nxmad诺曼得,124,2,122,122,0.9838709677419355,reported,0.532787,0.704918,0.786885,0.655552
hierarchical_sgd_context,OG Three,275,2,273,273,0.9927272727272727,reported,0.432234,0.655678,0.769231,0.581152
hierarchical_sgd_context,OWVRO老弟,167,13,154,154,0.9221556886227545,reported,0.461039,0.681818,0.779221,0.608183
hierarchical_sgd_context,Over$ize,94,1,93,93,0.9893617021276596,reported,0.301075,0.55914,0.698925,0.480187
hierarchical_sgd_context,PO8,204,0,204,204,1.0,reported,0.397059,0.661765,0.730392,0.559039
hierarchical_sgd_context,Poorman,70,0,70,70,1.0,reported,0.285714,0.571429,0.671429,0.46353
hierarchical_sgd_context,ROB93,44,0,44,44,1.0,reported,0.363636,0.636364,0.75,0.532723
hierarchical_sgd_context,Regi 陈彦希,123,1,122,122,0.991869918699187,reported,0.5,0.713115,0.827869,0.639432
hierarchical_sgd_context,Rich4ever,224,2,222,222,0.9910714285714286,reported,0.666667,0.788288,0.851351,0.751484
hierarchical_sgd_context,S1,113,0,113,113,1.0,reported,0.637168,0.80531,0.867257,0.739399
hierarchical_sgd_context,SASIOVERLXRD,189,4,185,185,0.9788359788359788,reported,0.589189,0.713514,0.794595,0.68101
hierarchical_sgd_context,Sbazzo,372,68,304,304,0.8172043010752689,reported,0.648026,0.773026,0.822368,0.733202
hierarchical_sgd_context,Six City,31,0,31,31,1.0,reported,0.516129,0.870968,0.903226,0.702102
hierarchical_sgd_context,Sleepycat,103,0,103,103,1.0,reported,0.495146,0.640777,0.708738,0.603836
hierarchical_sgd_context,Surfosho,81,0,81,81,1.0,reported,0.493827,0.740741,0.790123,0.644402
hierarchical_sgd_context,TOYOKI,300,4,296,296,0.9866666666666667,reported,0.47973,0.685811,0.743243,0.611943
hierarchical_sgd_context,TShawn,92,0,92,92,1.0,reported,0.326087,0.5,0.619565,0.461129
hierarchical_sgd_context,TY,417,1,416,416,0.9976019184652278,reported,0.528846,0.704327,0.769231,0.647551
hierarchical_sgd_context,Tangoz,461,14,447,447,0.9696312364425163,reported,0.33557,0.615213,0.713647,0.514347
hierarchical_sgd_context,Tizzy T,358,11,347,347,0.9692737430167597,reported,0.541787,0.700288,0.766571,0.652448
hierarchical_sgd_context,Toryondacloud,97,0,97,97,1.0,reported,0.494845,0.752577,0.835052,0.646897
hierarchical_sgd_context,Turbo嗣尧,200,1,199,199,0.995,reported,0.41206,0.683417,0.763819,0.575522
hierarchical_sgd_context,V.O.B.,139,4,135,135,0.9712230215827338,reported,0.481481,0.614815,0.703704,0.589361
hierarchical_sgd_context,Vava,554,36,518,518,0.9350180505415162,reported,0.389961,0.656371,0.735521,0.555147
hierarchical_sgd_context,Wya乌鸦,321,0,321,321,1.0,reported,0.551402,0.785047,0.844237,0.691117
hierarchical_sgd_context,YOUNG,337,0,337,337,1.0,reported,0.406528,0.581602,0.670623,0.542038
hierarchical_sgd_context,YOUNGLEGO,146,3,143,143,0.9794520547945206,reported,0.622378,0.727273,0.804196,0.708087
hierarchical_sgd_context,YoungChigga,251,0,251,251,1.0,reported,0.47012,0.653386,0.737052,0.597262
hierarchical_sgd_context,YuGo,164,0,164,164,1.0,reported,0.390244,0.591463,0.75,0.538663
hierarchical_sgd_context,jinjibewater,240,0,240,240,1.0,reported,0.383333,0.625,0.716667,0.540898
hierarchical_sgd_context,ljz329,127,0,127,127,1.0,reported,0.637795,0.677165,0.779528,0.70228
hierarchical_sgd_context,neverkilltheape,40,0,40,40,1.0,reported,0.65,0.775,0.8,0.734654
hierarchical_sgd_context,southsidesamurai,121,0,121,121,1.0,reported,0.46281,0.710744,0.77686,0.61713
hierarchical_sgd_context,thomeboydontkill,428,5,423,423,0.9883177570093458,reported,0.489362,0.661939,0.742317,0.610005
hierarchical_sgd_context,zhazha,47,0,47,47,1.0,reported,0.638298,0.765957,0.787234,0.72538
hierarchical_sgd_context,万赛文,174,4,170,170,0.9770114942528736,reported,0.505882,0.647059,0.735294,0.613922
hierarchical_sgd_context,上官承诺,108,1,107,107,0.9907407407407407,reported,0.457944,0.654206,0.794393,0.604022
hierarchical_sgd_context,丸,160,25,135,135,0.84375,reported,0.355556,0.637037,0.740741,0.53727
hierarchical_sgd_context,乃万,320,8,312,312,0.975,reported,0.435897,0.708333,0.766026,0.593635
hierarchical_sgd_context,九块钱,154,8,146,146,0.948051948051948,reported,0.5,0.712329,0.794521,0.638359
hierarchical_sgd_context,九维,127,3,124,124,0.9763779527559056,reported,0.41129,0.653226,0.75,0.568721
hierarchical_sgd_context,书生,50,0,50,50,1.0,reported,0.36,0.64,0.92,0.569205
hierarchical_sgd_context,二狗子,104,0,104,104,1.0,reported,0.75,0.855769,0.894231,0.815938
hierarchical_sgd_context,于漂 eZ Yang Fizz,175,2,173,173,0.9885714285714285,reported,0.34104,0.612717,0.693642,0.51227
hierarchical_sgd_context,傲傲,246,18,228,228,0.926829268292683,reported,0.508772,0.675439,0.77193,0.626668
hierarchical_sgd_context,光光 (MC),342,0,342,342,1.0,reported,0.508772,0.675439,0.780702,0.629849
hierarchical_sgd_context,八口8uck,137,3,134,134,0.9781021897810219,reported,0.529851,0.768657,0.80597,0.671051
hierarchical_sgd_context,冲天小火煎,103,2,101,101,0.9805825242718447,reported,0.366337,0.574257,0.722772,0.523352
hierarchical_sgd_context,刀脚,222,0,222,222,1.0,reported,0.603604,0.774775,0.828829,0.711789
